number,value,datetime_start,datetime_complete,duration,params_bagging_fraction,params_bagging_freq,params_cat_l2,params_cat_smooth,params_extra_trees,params_feature_fraction,params_lambda_l1,params_lambda_l2,params_learning_rate,params_max_cat_to_onehot,params_min_data_in_leaf,params_min_data_per_group,params_num_leaves,user_attrs_optimal_trees,system_attrs_fixed_params,state
0,0.2436268247068003,2026-06-24 04:52:32.125087,2026-06-24 04:52:34.308795,0 days 00:00:02.183708,,,,,,,,,,,,,,29,{},COMPLETE
1,0.24215985664376116,2026-06-24 04:52:34.322783,2026-06-24 04:52:41.216426,0 days 00:00:06.893643,0.9195981825434215,1.0,0.18327672955935934,3.4702669886504163,False,0.9704285838459497,0.9699128611767781,1.6649020373367633,0.015355286838886862,8.0,1.0,57.0,28.0,216,,COMPLETE
2,0.2403613844151795,2026-06-24 04:52:41.228721,2026-06-24 04:52:49.838897,0 days 00:00:08.610176,0.7550213529560301,1.0,0.01153297626310632,0.028888383623653185,False,0.5090949803242604,0.4561243772186142,1.5703734051898879,0.009445600138094694,19.0,6.0,20.0,7.0,739,,COMPLETE
3,0.24853705437063778,2026-06-24 04:52:49.850551,2026-06-24 04:52:55.711005,0 days 00:00:05.860454,0.8777243706586128,1.0,1.6278053965878447,11.015056790269638,False,0.708540663048167,0.09776234679498323,1.3684976297216627,0.009093929525644107,17.0,10.0,81.0,2.0,1000,,COMPLETE
4,0.244565798376565,2026-06-24 04:52:55.721011,2026-06-24 04:53:01.548496,0 days 00:00:05.827485,0.848553073033381,1.0,0.11277639166461569,0.5414413211338525,True,0.47322294090686734,0.9695876693017821,1.550288133439893,0.01869052934095898,12.0,42.0,6.0,2.0,1000,,COMPLETE
5,0.2480497157143161,2026-06-24 04:53:01.558762,2026-06-24 04:53:08.950514,0 days 00:00:07.391752,0.8793699936433255,1.0,0.0513253156994884,0.022737628102536857,False,0.9368964102565893,0.3568176513609199,0.5619409259237927,0.08342309693146736,64.0,1.0,6.0,137.0,14,,COMPLETE
6,0.24287925512596487,2026-06-24 04:53:08.959089,2026-06-24 04:53:14.665474,0 days 00:00:05.706385,0.9406590942262119,1.0,0.6619871537619337,3.4220529032706923,False,0.4845545349848576,0.7712932196512772,0.1481818990030073,0.025411709798607296,50.0,61.0,2.0,2.0,996,,COMPLETE
7,0.23978872396627615,2026-06-24 04:53:14.674420,2026-06-24 04:53:22.689239,0 days 00:00:08.014819,0.958931027762678,1.0,0.3957756313952873,1.5409457762881555,True,0.4695214357150779,0.4722677036694331,0.23927653245200955,0.014633380642745364,75.0,2.0,6.0,32.0,297,,COMPLETE
8,0.24237111627694652,2026-06-24 04:53:22.701003,2026-06-24 04:53:29.264570,0 days 00:00:06.563567,0.8683831592708489,1.0,0.009543550367992308,0.0014359718569878096,False,0.8564710291701385,0.314424545478219,1.017190525260289,0.042356773126632795,39.0,6.0,2.0,65.0,80,,COMPLETE
9,0.24169312744405758,2026-06-24 04:53:29.273233,2026-06-24 04:53:32.759417,0 days 00:00:03.486184,0.8231148769106889,1.0,1.3124992669799407,10.979988817809668,True,0.549575337489325,0.871473444128699,1.607363786590539,0.07581256838789621,39.0,2.0,3.0,61.0,43,,COMPLETE
10,0.23998871931732346,2026-06-24 04:53:32.769267,2026-06-24 04:53:45.802436,0 days 00:00:13.033169,0.9908611332363597,1.0,0.03512175732792625,55.54162315706866,True,0.6839963928728011,0.5905156421247704,0.02569074131920096,0.005556572437269131,99.0,19.0,23.0,12.0,997,,COMPLETE
