feature_name,raw_gain,percentage_share
pca_embed_4,10.79138647981664,10.791386479816643
pca_embed_19,6.620530477440472,6.6205304774404725
pca_embed_18,5.8859642751733565,5.885964275173357
pca_embed_8,5.6563646443765405,5.656364644376541
pca_embed_15,5.171169697274752,5.1711696972747525
pca_embed_9,5.125197620862447,5.125197620862448
pca_embed_7,4.861833835399493,4.861833835399494
pca_embed_6,4.860818853519224,4.860818853519225
pca_embed_21,4.690609979618158,4.690609979618159
pca_embed_14,4.514649771815045,4.514649771815046
pca_embed_20,4.458134877113135,4.458134877113136
pca_embed_3,4.417297688931218,4.417297688931219
pca_embed_0,4.298140149857249,4.29814014985725
pca_embed_12,3.9036754080943923,3.9036754080943927
pca_embed_17,3.820838370348814,3.820838370348815
pca_embed_16,3.6374566902654792,3.6374566902654797
pca_embed_10,3.3275159689179827,3.327515968917983
pca_embed_2,3.2747554068514093,3.2747554068514093
pca_embed_5,3.255879824773872,3.2558798247738725
pca_embed_1,2.9267094490675936,2.926709449067594
pca_embed_11,2.683856303913019,2.6838563039130197
pca_embed_13,1.8172142265697029,1.8172142265697033
