feature_name,raw_gain,percentage_share
pca_embed_0,2994576.25,61.18445305400605
pca_embed_2,829239.4375,16.94281834842213
pca_embed_1,549474.25,11.226724132841895
pca_embed_4,209271.453125,4.275783393149595
pca_embed_3,173961.375,3.5543364714449472
pca_embed_5,46135.7890625,0.9426352125794282
pca_embed_7,41058.78125,0.8389030247085306
pca_embed_6,8410.58203125,0.17184296490960363
pca_embed_13,8230.4638671875,0.16816283442260876
pca_embed_29,5082.56201171875,0.10384566991743169
pca_embed_17,3435.119873046875,0.07018553313087944
pca_embed_12,3097.5400390625,0.06328818413053386
pca_embed_9,2798.492431640625,0.05717811620449038
pca_embed_11,1645.766357421875,0.03362589763194083
pca_embed_21,1410.2777099609375,0.02881445090543817
pca_embed_15,1010.8526000976562,0.02065349428160161
pca_embed_8,927.594482421875,0.018952384686446454
pca_embed_32,924.0139770507812,0.018879228672206608
pca_embed_20,916.3030395507812,0.018721680674064593
pca_embed_43,810.5914916992188,0.016561808058768775
pca_embed_41,766.6466674804688,0.01566393810659152
pca_embed_36,738.517578125,0.015089211399558553
pca_embed_19,713.4937744140625,0.014577931132981765
pca_embed_47,628.0949096679688,0.012833082314748208
pca_embed_25,624.5829467773438,0.012761326743785918
pca_embed_26,621.3311767578125,0.01269488737023434
pca_embed_33,572.93505859375,0.011706069663620521
pca_embed_16,572.5151977539062,0.011697491169135823
pca_embed_34,456.57305908203125,0.009328589612346144
pca_embed_27,438.41070556640625,0.008957500826068948
pca_embed_51,437.8606262207031,0.00894626173876798
pca_embed_18,431.5010986328125,0.008816325419014242
pca_embed_49,396.2430114746094,0.00809594076408848
pca_embed_39,380.5184631347656,0.007774660619796072
pca_embed_23,332.54913330078125,0.0067945629484612545
pca_embed_40,329.0937805175781,0.006723964021434795
pca_embed_44,263.3359375,0.005380415778493341
pca_embed_10,257.40277099609375,0.005259190764630411
pca_embed_31,256.2049865722656,0.005234717924825937
pca_embed_37,248.8704071044922,0.005084859582392058
pca_embed_55,229.57493591308594,0.004690619211566462
pca_embed_38,226.85972595214844,0.004635142702532255
pca_embed_22,212.28585815429688,0.00433737298299583
pca_embed_28,210.32687377929688,0.00429734749106664
pca_embed_46,208.15162658691406,0.0042529033698914965
pca_embed_35,161.166748046875,0.003292919767777109
pca_embed_24,158.47213745117188,0.0032378641399594416
pca_embed_14,158.10704040527344,0.003230404565983013
pca_embed_50,151.12313842773438,0.003087711180673984
pca_embed_56,142.18386840820312,0.0029050661914715573
pca_embed_54,126.61692810058594,0.002587006256131484
pca_embed_48,110.55374145507812,0.0022588071364030055
pca_embed_30,108.7914810180664,0.002222801060091782
pca_embed_52,76.97591400146484,0.0015727531387827686
pca_embed_53,74.81036376953125,0.0015285071435432642
pca_embed_42,67.15142059326172,0.0013720214807681843
pca_embed_45,34.45320510864258,0.0007039395007990808
