feature_name,raw_gain,percentage_share
pca_embed_0,9664.318359375,20.78037157617685
pca_embed_1,5506.24755859375,11.839621378676778
pca_embed_2,3000.808349609375,6.452386005401582
pca_embed_3,2118.8828125,4.5560556402212935
pca_embed_6,2000.5389404296875,4.301590757760232
pca_embed_5,1490.462890625,3.2048170947974803
pca_embed_15,1405.339599609375,3.021783635911496
pca_embed_9,1250.909912109375,2.6897264571938853
pca_embed_4,1176.16357421875,2.529005688530579
pca_embed_10,1101.806396484375,2.369121698246129
pca_embed_23,1084.85009765625,2.3326619938880544
pca_embed_33,1057.9197998046875,2.2747560376475175
pca_embed_13,936.2678833007812,2.013178145249869
pca_embed_25,917.6005859375,1.9730394245344376
pca_embed_7,910.5083618164062,1.9577896110393258
pca_embed_12,877.9956665039062,1.887880294684761
pca_embed_21,778.6990356445312,1.6743710942641612
pca_embed_14,747.4981079101562,1.6072823614915288
pca_embed_36,708.9279174804688,1.5243481224600406
pca_embed_26,702.8576049804688,1.5112956396420316
pca_embed_19,685.8668823242188,1.4747619166193275
pca_embed_8,640.3471069335938,1.376884569091377
pca_embed_18,612.6421508789062,1.31731293041915
pca_embed_17,582.1373291015625,1.2517209757849848
pca_embed_16,581.1076049804688,1.2495068465456969
pca_embed_35,557.2384643554688,1.1981830394289374
pca_embed_20,514.6878051757812,1.1066899329640187
pca_embed_28,514.0401611328125,1.1052973584066075
pca_embed_30,510.0074768066406,1.0966262162079459
pca_embed_11,480.5515441894531,1.0332895997859297
pca_embed_29,478.42340087890625,1.028713632075013
pca_embed_32,465.5691833496094,1.0010742883937613
pca_embed_27,440.62237548828125,0.9474332639861782
pca_embed_37,439.0123291015625,0.9439713165495603
pca_embed_22,432.6684265136719,0.930330555958147
pca_embed_31,408.4915466308594,0.8783450429778057
pca_embed_24,407.98443603515625,0.87725464568158
pca_embed_34,316.95477294921875,0.681521211305945
