feature_name,raw_gain,percentage_share
pca_embed_0,8220.01171875,56.41546623858169
pca_embed_2,2474.714599609375,16.984425657925758
pca_embed_4,1113.5194091796875,7.642290398599938
pca_embed_1,972.5213012695312,6.67459421169974
pca_embed_8,369.9742431640625,2.539201906094239
pca_embed_10,238.0054168701172,1.6334753549569758
pca_embed_6,209.68234252929688,1.4390888383778522
pca_embed_17,154.04214477539062,1.057219833162998
pca_embed_29,124.49293518066406,0.854418122738968
pca_embed_5,89.22105407714844,0.6123406554979297
pca_embed_11,89.14532470703125,0.6118209107737989
pca_embed_24,60.564186096191406,0.41566325120719466
pca_embed_3,52.34662628173828,0.3592646128429291
pca_embed_13,49.44794845581055,0.3393704488659927
pca_embed_30,49.07296371459961,0.3367968589817455
pca_embed_25,39.837738037109375,0.2734137908985576
pca_embed_18,39.35537338256836,0.2701032327370807
pca_embed_12,38.7723274230957,0.26610168009121987
pca_embed_31,29.5859317779541,0.20305374158395578
pca_embed_15,27.775728225708008,0.19062997859177483
pca_embed_22,24.885177612304688,0.17079159318298073
pca_embed_7,21.937421798706055,0.1505605978667179
pca_embed_19,17.085163116455078,0.11725864584577574
pca_embed_21,13.547289848327637,0.0929775649004586
pca_embed_9,11.523601531982422,0.07908861634485399
pca_embed_14,11.072540283203125,0.07599289926771209
pca_embed_16,7.339437007904053,0.05037191854424425
pca_embed_20,5.015647888183594,0.03442332246984488
pca_embed_26,4.927802085876465,0.03382042042252121
pca_embed_27,4.272465229034424,0.029322721929252817
pca_embed_28,4.142264366149902,0.028429129239166854
pca_embed_23,2.655158519744873,0.018222845776128406
