[W&B] Child process started for job: qsar-tid-11_combined_lightgbm in group session-training-4
Loading archive 'archives/qsar-tid-11.npz' and initializing pipeline for target: LIGHTGBM...
Execution Mode: COMBINED
Session Output Target: outputs/training-4/
Task Type: REGRESSION
TabPFN Baselines Loaded - Primary: 0.6736 | Secondary: 0.8041
PCA reduced text embeddings to 41 components.
Final training matrix shape assembled for COMBINED: (4593, 1065)

Running 26-Trial Optuna Study for LIGHTGBM (COMBINED)...
A new study created in RDB with name: 20260625_043024_qsar-tid-11_combined_lightgbm
Trial 0 finished with value: 0.7424120785013426 and parameters: {}. Best is trial 0 with value: 0.7424120785013426.
Trial 1 finished with value: 0.7350451866867713 and parameters: {'learning_rate': 0.015355286838886862, 'feature_fraction': 0.9704285838459497, 'bagging_fraction': 0.9195981825434215, 'bagging_freq': 1, 'num_leaves': 28, 'min_data_in_leaf': 1, 'extra_trees': False, 'min_data_per_group': 57, 'cat_l2': 0.18327672955935934, 'cat_smooth': 3.4702669886504163, 'max_cat_to_onehot': 8, 'lambda_l1': 0.9699128611767781, 'lambda_l2': 1.6649020373367633}. Best is trial 1 with value: 0.7350451866867713.
Trial 2 finished with value: 0.7442020925441142 and parameters: {'learning_rate': 0.009445600138094694, 'feature_fraction': 0.5090949803242604, 'bagging_fraction': 0.7550213529560301, 'bagging_freq': 1, 'num_leaves': 7, 'min_data_in_leaf': 6, 'extra_trees': False, 'min_data_per_group': 20, 'cat_l2': 0.01153297626310632, 'cat_smooth': 0.028888383623653185, 'max_cat_to_onehot': 19, 'lambda_l1': 0.4561243772186142, 'lambda_l2': 1.5703734051898879}. Best is trial 1 with value: 0.7350451866867713.
Trial 3 finished with value: 0.7565150341074273 and parameters: {'learning_rate': 0.009093929525644107, 'feature_fraction': 0.708540663048167, 'bagging_fraction': 0.8777243706586128, 'bagging_freq': 1, 'num_leaves': 2, 'min_data_in_leaf': 10, 'extra_trees': False, 'min_data_per_group': 81, 'cat_l2': 1.6278053965878447, 'cat_smooth': 11.015056790269638, 'max_cat_to_onehot': 17, 'lambda_l1': 0.09776234679498323, 'lambda_l2': 1.3684976297216627}. Best is trial 1 with value: 0.7350451866867713.
Trial 4 finished with value: 0.7618111091592904 and parameters: {'learning_rate': 0.01869052934095898, 'feature_fraction': 0.47322294090686734, 'bagging_fraction': 0.848553073033381, 'bagging_freq': 1, 'num_leaves': 2, 'min_data_in_leaf': 42, 'extra_trees': True, 'min_data_per_group': 6, 'cat_l2': 0.11277639166461569, 'cat_smooth': 0.5414413211338525, 'max_cat_to_onehot': 12, 'lambda_l1': 0.9695876693017821, 'lambda_l2': 1.550288133439893}. Best is trial 1 with value: 0.7350451866867713.
Trial 5 finished with value: 0.7450659027474373 and parameters: {'learning_rate': 0.08342309693146736, 'feature_fraction': 0.9368964102565893, 'bagging_fraction': 0.8793699936433255, 'bagging_freq': 1, 'num_leaves': 137, 'min_data_in_leaf': 1, 'extra_trees': False, 'min_data_per_group': 6, 'cat_l2': 0.0513253156994884, 'cat_smooth': 0.022737628102536857, 'max_cat_to_onehot': 64, 'lambda_l1': 0.3568176513609199, 'lambda_l2': 0.5619409259237927}. Best is trial 1 with value: 0.7350451866867713.
Trial 6 finished with value: 0.751164934174167 and parameters: {'learning_rate': 0.025411709798607296, 'feature_fraction': 0.4845545349848576, 'bagging_fraction': 0.9406590942262119, 'bagging_freq': 1, 'num_leaves': 2, 'min_data_in_leaf': 61, 'extra_trees': False, 'min_data_per_group': 2, 'cat_l2': 0.6619871537619337, 'cat_smooth': 3.4220529032706923, 'max_cat_to_onehot': 50, 'lambda_l1': 0.7712932196512772, 'lambda_l2': 0.1481818990030073}. Best is trial 1 with value: 0.7350451866867713.
Trial 7 finished with value: 0.7505418714449363 and parameters: {'learning_rate': 0.014633380642745364, 'feature_fraction': 0.4695214357150779, 'bagging_fraction': 0.958931027762678, 'bagging_freq': 1, 'num_leaves': 32, 'min_data_in_leaf': 2, 'extra_trees': True, 'min_data_per_group': 6, 'cat_l2': 0.3957756313952873, 'cat_smooth': 1.5409457762881555, 'max_cat_to_onehot': 75, 'lambda_l1': 0.4722677036694331, 'lambda_l2': 0.23927653245200955}. Best is trial 1 with value: 0.7350451866867713.
Trial 8 finished with value: 0.7369334238021312 and parameters: {'learning_rate': 0.042356773126632795, 'feature_fraction': 0.8564710291701385, 'bagging_fraction': 0.8683831592708489, 'bagging_freq': 1, 'num_leaves': 65, 'min_data_in_leaf': 6, 'extra_trees': False, 'min_data_per_group': 2, 'cat_l2': 0.009543550367992308, 'cat_smooth': 0.0014359718569878096, 'max_cat_to_onehot': 39, 'lambda_l1': 0.314424545478219, 'lambda_l2': 1.017190525260289}. Best is trial 1 with value: 0.7350451866867713.
Trial 9 finished with value: 0.758618831190058 and parameters: {'learning_rate': 0.07581256838789621, 'feature_fraction': 0.549575337489325, 'bagging_fraction': 0.8231148769106889, 'bagging_freq': 1, 'num_leaves': 61, 'min_data_in_leaf': 2, 'extra_trees': True, 'min_data_per_group': 3, 'cat_l2': 1.3124992669799407, 'cat_smooth': 10.979988817809668, 'max_cat_to_onehot': 39, 'lambda_l1': 0.871473444128699, 'lambda_l2': 1.607363786590539}. Best is trial 1 with value: 0.7350451866867713.
Trial 10 finished with value: 0.7353302807886686 and parameters: {'learning_rate': 0.00556850707848256, 'feature_fraction': 0.7311216826067799, 'bagging_fraction': 0.7022641957948879, 'bagging_freq': 1, 'num_leaves': 12, 'min_data_in_leaf': 18, 'extra_trees': False, 'min_data_per_group': 85, 'cat_l2': 0.06432414175835927, 'cat_smooth': 57.71736365719864, 'max_cat_to_onehot': 8, 'lambda_l1': 0.6782859743712771, 'lambda_l2': 1.891624858975429}. Best is trial 1 with value: 0.7350451866867713.
Trial 11 finished with value: 0.7350676443548889 and parameters: {'learning_rate': 0.005765404648902169, 'feature_fraction': 0.7503136264429127, 'bagging_fraction': 0.7118268878863319, 'bagging_freq': 1, 'num_leaves': 14, 'min_data_in_leaf': 21, 'extra_trees': False, 'min_data_per_group': 86, 'cat_l2': 0.0900656820801867, 'cat_smooth': 58.802113625280164, 'max_cat_to_onehot': 8, 'lambda_l1': 0.6999711291225518, 'lambda_l2': 1.9017437929613048}. Best is trial 1 with value: 0.7350451866867713.
Trial 12 finished with value: 0.7389434981495712 and parameters: {'learning_rate': 0.005324404401370651, 'feature_fraction': 0.9867302637613031, 'bagging_fraction': 0.9962299708655431, 'bagging_freq': 1, 'num_leaves': 15, 'min_data_in_leaf': 1, 'extra_trees': False, 'min_data_per_group': 36, 'cat_l2': 0.20630563779963798, 'cat_smooth': 56.535060811916374, 'max_cat_to_onehot': 8, 'lambda_l1': 0.6879014449557478, 'lambda_l2': 1.9975624998335386}. Best is trial 1 with value: 0.7350451866867713.
Trial 13 finished with value: 0.734355390030508 and parameters: {'learning_rate': 0.010012750612995659, 'feature_fraction': 0.7840656905040204, 'bagging_fraction': 0.7815236063622053, 'bagging_freq': 1, 'num_leaves': 22, 'min_data_in_leaf': 22, 'extra_trees': False, 'min_data_per_group': 35, 'cat_l2': 0.029147700650528047, 'cat_smooth': 0.29663605169731416, 'max_cat_to_onehot': 13, 'lambda_l1': 0.9983100397171297, 'lambda_l2': 1.1579631256693554}. Best is trial 13 with value: 0.734355390030508.
Trial 14 finished with value: 0.7351239961077681 and parameters: {'learning_rate': 0.011041486080496474, 'feature_fraction': 0.8431431949664293, 'bagging_fraction': 0.7933431712786521, 'bagging_freq': 1, 'num_leaves': 29, 'min_data_in_leaf': 4, 'extra_trees': False, 'min_data_per_group': 29, 'cat_l2': 0.025447587329803522, 'cat_smooth': 0.19877254977714987, 'max_cat_to_onehot': 14, 'lambda_l1': 0.9745917547575215, 'lambda_l2': 1.0369438938062652}. Best is trial 13 with value: 0.734355390030508.
Trial 15 finished with value: 0.750968496109951 and parameters: {'learning_rate': 0.030022123666445015, 'feature_fraction': 0.6332615168718317, 'bagging_fraction': 0.9233954481623671, 'bagging_freq': 1, 'num_leaves': 6, 'min_data_in_leaf': 1, 'extra_trees': True, 'min_data_per_group': 42, 'cat_l2': 0.02270006540415897, 'cat_smooth': 0.12010912907277094, 'max_cat_to_onehot': 23, 'lambda_l1': 0.8426846953692357, 'lambda_l2': 1.0799819685301286}. Best is trial 13 with value: 0.734355390030508.
Trial 16 finished with value: 0.7357866363753568 and parameters: {'learning_rate': 0.01793328314292978, 'feature_fraction': 0.8581233902725094, 'bagging_fraction': 0.7713090962983292, 'bagging_freq': 1, 'num_leaves': 38, 'min_data_in_leaf': 23, 'extra_trees': False, 'min_data_per_group': 16, 'cat_l2': 0.17103686374614288, 'cat_smooth': 1.331237927175465, 'max_cat_to_onehot': 12, 'lambda_l1': 0.9917472351754161, 'lambda_l2': 0.6827682895995053}. Best is trial 13 with value: 0.734355390030508.
Trial 17 finished with value: 0.7451615407079057 and parameters: {'learning_rate': 0.012320255254651828, 'feature_fraction': 0.9199457611818389, 'bagging_fraction': 0.9987966690077998, 'bagging_freq': 1, 'num_leaves': 147, 'min_data_in_leaf': 2, 'extra_trees': False, 'min_data_per_group': 52, 'cat_l2': 0.005575356456131374, 'cat_smooth': 0.03827379639094968, 'max_cat_to_onehot': 22, 'lambda_l1': 0.8455108955619108, 'lambda_l2': 1.2797211597048639}. Best is trial 13 with value: 0.734355390030508.
Trial 18 finished with value: 0.7385329985008935 and parameters: {'learning_rate': 0.0075772891107713765, 'feature_fraction': 0.7943449398325466, 'bagging_fraction': 0.9086506264560865, 'bagging_freq': 1, 'num_leaves': 5, 'min_data_in_leaf': 4, 'extra_trees': False, 'min_data_per_group': 15, 'cat_l2': 0.02934460984878871, 'cat_smooth': 0.0036771820277253743, 'max_cat_to_onehot': 11, 'lambda_l1': 0.8961858746374066, 'lambda_l2': 0.7453330364283521}. Best is trial 13 with value: 0.734355390030508.
Trial 19 finished with value: 0.7547936264569404 and parameters: {'learning_rate': 0.04517917130394657, 'feature_fraction': 0.6692699246792695, 'bagging_fraction': 0.8180366830172106, 'bagging_freq': 1, 'num_leaves': 21, 'min_data_in_leaf': 9, 'extra_trees': True, 'min_data_per_group': 11, 'cat_l2': 0.3691759134175088, 'cat_smooth': 8.957502686281838, 'max_cat_to_onehot': 30, 'lambda_l1': 0.5742688352372228, 'lambda_l2': 1.2920088596592907}. Best is trial 13 with value: 0.734355390030508.
Trial 20 finished with value: 0.7377283340609149 and parameters: {'learning_rate': 0.021858812249994274, 'feature_fraction': 0.5979207487573746, 'bagging_fraction': 0.7485002492373571, 'bagging_freq': 1, 'num_leaves': 78, 'min_data_in_leaf': 45, 'extra_trees': False, 'min_data_per_group': 57, 'cat_l2': 0.04502744165372192, 'cat_smooth': 0.3248580305927746, 'max_cat_to_onehot': 10, 'lambda_l1': 0.7593317680673877, 'lambda_l2': 1.7771128508518987}. Best is trial 13 with value: 0.734355390030508.
Trial 21 finished with value: 0.736092754968303 and parameters: {'learning_rate': 0.006962743717367335, 'feature_fraction': 0.7787591547888909, 'bagging_fraction': 0.7116598398140981, 'bagging_freq': 1, 'num_leaves': 10, 'min_data_in_leaf': 21, 'extra_trees': False, 'min_data_per_group': 66, 'cat_l2': 0.1034578662141795, 'cat_smooth': 99.00477942075591, 'max_cat_to_onehot': 8, 'lambda_l1': 0.6549506515380754, 'lambda_l2': 1.7686144326881428}. Best is trial 13 with value: 0.734355390030508.
Trial 22 finished with value: 0.7408976530090319 and parameters: {'learning_rate': 0.014029183073672395, 'feature_fraction': 0.40015726738282775, 'bagging_fraction': 0.7264258820899465, 'bagging_freq': 1, 'num_leaves': 18, 'min_data_in_leaf': 13, 'extra_trees': False, 'min_data_per_group': 28, 'cat_l2': 0.09048362641377586, 'cat_smooth': 28.41276777042061, 'max_cat_to_onehot': 10, 'lambda_l1': 0.7672817099446047, 'lambda_l2': 1.729114283500481}. Best is trial 13 with value: 0.734355390030508.
Trial 23 finished with value: 0.7333871866422969 and parameters: {'learning_rate': 0.007150327584377843, 'feature_fraction': 0.7602348366988886, 'bagging_fraction': 0.7820239653821167, 'bagging_freq': 1, 'num_leaves': 44, 'min_data_in_leaf': 29, 'extra_trees': False, 'min_data_per_group': 94, 'cat_l2': 0.2082733212857268, 'cat_smooth': 3.1294085454663114, 'max_cat_to_onehot': 16, 'lambda_l1': 0.915706378048398, 'lambda_l2': 1.4010833402473355}. Best is trial 23 with value: 0.7333871866422969.
Trial 24 finished with value: 0.7339503720973937 and parameters: {'learning_rate': 0.009487022959109226, 'feature_fraction': 0.9849337420886911, 'bagging_fraction': 0.79496603803701, 'bagging_freq': 1, 'num_leaves': 45, 'min_data_in_leaf': 30, 'extra_trees': False, 'min_data_per_group': 46, 'cat_l2': 0.2447000620129423, 'cat_smooth': 2.273720443146042, 'max_cat_to_onehot': 15, 'lambda_l1': 0.9205697085173543, 'lambda_l2': 1.369887531169548}. Best is trial 23 with value: 0.7333871866422969.
Trial 25 finished with value: 0.7344605931310728 and parameters: {'learning_rate': 0.007638701743205461, 'feature_fraction': 0.8948057601018754, 'bagging_fraction': 0.7912864210863031, 'bagging_freq': 1, 'num_leaves': 49, 'min_data_in_leaf': 32, 'extra_trees': False, 'min_data_per_group': 41, 'cat_l2': 0.6428367033041403, 'cat_smooth': 0.9007939918741714, 'max_cat_to_onehot': 15, 'lambda_l1': 0.8769397695389735, 'lambda_l2': 1.419717961990021}. Best is trial 23 with value: 0.7333871866422969.
Optuna Search Completed in: 313.31 seconds

Training final model on optimized parameter setup...

[LIGHTGBM FINALIZED METRICS]
Optimal Trees:         533
RMSE:             0.6739 (Delta to TabPFN: +0.0004)
R2_Score:             0.8039 (Delta to TabPFN: -0.0002)
Final Train Time:      1.98 seconds (0.4301s per 1K)
Final Infer Time:      0.01 seconds (0.0115s per 1K)

--- LIGHTGBM Feature Importance (Raw vs. Scaled Share) ---
Feature | Raw gain | Share
pca_embed_0 | 334315.25 | 61.50%
pca_embed_3 | 47304.26 | 8.70%
pca_embed_1 | 41675.79 | 7.67%
pca_embed_2 | 33692.45 | 6.20%
pca_embed_4 | 13245.94 | 2.44%
pca_embed_6 | 5830.96 | 1.07%
pca_embed_5 | 3908.21 | 0.72%
pca_embed_29 | 2729.05 | 0.50%
pca_embed_9 | 2379.33 | 0.44%
pca_embed_33 | 2282.97 | 0.42%
pca_embed_14 | 2197.02 | 0.40%
pca_embed_10 | 2182.56 | 0.40%
pca_embed_7 | 2034.33 | 0.37%
FCFP6_1024_867 | 1804.05 | 0.33%
pca_embed_30 | 1787.44 | 0.33%
pca_embed_11 | 1748.05 | 0.32%
pca_embed_13 | 1707.93 | 0.31%
pca_embed_40 | 1650.21 | 0.30%
pca_embed_32 | 1632.02 | 0.30%
pca_embed_21 | 1627.40 | 0.30%
pca_embed_27 | 1620.84 | 0.30%
pca_embed_31 | 1620.15 | 0.30%
pca_embed_12 | 1574.88 | 0.29%
pca_embed_19 | 1567.79 | 0.29%
pca_embed_37 | 1560.31 | 0.29%
pca_embed_25 | 1559.98 | 0.29%
pca_embed_20 | 1531.14 | 0.28%
pca_embed_28 | 1452.08 | 0.27%
pca_embed_26 | 1441.57 | 0.27%
pca_embed_16 | 1434.29 | 0.26%
pca_embed_18 | 1377.27 | 0.25%
pca_embed_36 | 1354.54 | 0.25%
pca_embed_15 | 1325.66 | 0.24%
pca_embed_8 | 1322.69 | 0.24%
pca_embed_17 | 1314.76 | 0.24%
pca_embed_23 | 1279.25 | 0.24%
pca_embed_22 | 1171.28 | 0.22%
pca_embed_34 | 1169.29 | 0.22%
pca_embed_35 | 1119.76 | 0.21%
pca_embed_24 | 1038.38 | 0.19%
pca_embed_39 | 1038.14 | 0.19%
pca_embed_38 | 927.33 | 0.17%
FCFP6_1024_238 | 877.73 | 0.16%
FCFP6_1024_652 | 616.43 | 0.11%
FCFP6_1024_907 | 362.30 | 0.07%
FCFP6_1024_702 | 203.62 | 0.04%
FCFP6_1024_376 | 193.69 | 0.04%
FCFP6_1024_151 | 176.13 | 0.03%
FCFP6_1024_911 | 163.84 | 0.03%
FCFP6_1024_667 | 156.92 | 0.03%
FCFP6_1024_679 | 147.73 | 0.03%
FCFP6_1024_359 | 140.57 | 0.03%
FCFP6_1024_322 | 137.73 | 0.03%
FCFP6_1024_1003 | 137.32 | 0.03%
FCFP6_1024_489 | 122.37 | 0.02%
FCFP6_1024_463 | 120.91 | 0.02%
FCFP6_1024_112 | 109.52 | 0.02%
FCFP6_1024_602 | 108.54 | 0.02%
FCFP6_1024_257 | 98.58 | 0.02%
FCFP6_1024_194 | 93.40 | 0.02%
FCFP6_1024_82 | 84.58 | 0.02%
FCFP6_1024_123 | 82.13 | 0.02%
FCFP6_1024_394 | 81.19 | 0.01%
FCFP6_1024_344 | 79.63 | 0.01%
FCFP6_1024_617 | 79.56 | 0.01%
FCFP6_1024_708 | 76.35 | 0.01%
FCFP6_1024_530 | 73.38 | 0.01%
FCFP6_1024_594 | 68.23 | 0.01%
FCFP6_1024_674 | 62.16 | 0.01%
FCFP6_1024_428 | 56.82 | 0.01%
FCFP6_1024_727 | 54.82 | 0.01%
FCFP6_1024_656 | 53.31 | 0.01%
FCFP6_1024_280 | 50.96 | 0.01%
FCFP6_1024_936 | 50.13 | 0.01%
FCFP6_1024_407 | 48.40 | 0.01%
FCFP6_1024_730 | 45.76 | 0.01%
FCFP6_1024_275 | 44.80 | 0.01%
FCFP6_1024_918 | 43.42 | 0.01%
FCFP6_1024_346 | 42.56 | 0.01%
FCFP6_1024_116 | 41.95 | 0.01%
FCFP6_1024_8 | 41.86 | 0.01%
FCFP6_1024_811 | 41.85 | 0.01%
FCFP6_1024_196 | 41.51 | 0.01%
FCFP6_1024_607 | 41.06 | 0.01%
FCFP6_1024_47 | 38.85 | 0.01%
FCFP6_1024_713 | 38.56 | 0.01%
FCFP6_1024_798 | 37.67 | 0.01%
FCFP6_1024_455 | 37.30 | 0.01%
FCFP6_1024_454 | 34.53 | 0.01%
FCFP6_1024_985 | 34.34 | 0.01%
FCFP6_1024_164 | 33.91 | 0.01%
FCFP6_1024_282 | 33.60 | 0.01%
FCFP6_1024_176 | 33.49 | 0.01%
FCFP6_1024_213 | 33.36 | 0.01%
FCFP6_1024_682 | 32.97 | 0.01%
FCFP6_1024_861 | 31.49 | 0.01%
FCFP6_1024_395 | 29.81 | 0.01%
FCFP6_1024_364 | 29.77 | 0.01%
FCFP6_1024_755 | 28.02 | 0.01%
FCFP6_1024_925 | 27.87 | 0.01%
FCFP6_1024_626 | 27.44 | 0.01%
FCFP6_1024_58 | 26.96 | 0.00%
FCFP6_1024_921 | 26.91 | 0.00%
FCFP6_1024_816 | 26.70 | 0.00%
FCFP6_1024_846 | 26.44 | 0.00%
FCFP6_1024_871 | 25.58 | 0.00%
FCFP6_1024_32 | 25.56 | 0.00%
FCFP6_1024_580 | 25.30 | 0.00%
FCFP6_1024_941 | 25.01 | 0.00%
FCFP6_1024_355 | 24.98 | 0.00%
FCFP6_1024_3 | 23.73 | 0.00%
FCFP6_1024_1017 | 23.45 | 0.00%
FCFP6_1024_528 | 23.09 | 0.00%
FCFP6_1024_735 | 22.98 | 0.00%
FCFP6_1024_24 | 22.66 | 0.00%
FCFP6_1024_759 | 22.35 | 0.00%
FCFP6_1024_668 | 21.45 | 0.00%
FCFP6_1024_473 | 20.87 | 0.00%
FCFP6_1024_762 | 20.87 | 0.00%
FCFP6_1024_537 | 20.73 | 0.00%
FCFP6_1024_461 | 20.65 | 0.00%
FCFP6_1024_439 | 20.29 | 0.00%
FCFP6_1024_239 | 19.57 | 0.00%
FCFP6_1024_263 | 19.47 | 0.00%
FCFP6_1024_170 | 19.40 | 0.00%
FCFP6_1024_482 | 19.32 | 0.00%
FCFP6_1024_77 | 19.27 | 0.00%
FCFP6_1024_30 | 18.72 | 0.00%
FCFP6_1024_994 | 18.69 | 0.00%
FCFP6_1024_452 | 18.66 | 0.00%
FCFP6_1024_588 | 18.53 | 0.00%
FCFP6_1024_386 | 18.52 | 0.00%
FCFP6_1024_889 | 18.49 | 0.00%
FCFP6_1024_251 | 18.38 | 0.00%
FCFP6_1024_1012 | 18.34 | 0.00%
FCFP6_1024_613 | 18.14 | 0.00%
FCFP6_1024_526 | 18.11 | 0.00%
FCFP6_1024_64 | 17.79 | 0.00%
FCFP6_1024_894 | 17.50 | 0.00%
FCFP6_1024_612 | 17.29 | 0.00%
FCFP6_1024_291 | 17.26 | 0.00%
FCFP6_1024_858 | 17.05 | 0.00%
FCFP6_1024_37 | 16.71 | 0.00%
FCFP6_1024_523 | 16.61 | 0.00%
FCFP6_1024_138 | 15.91 | 0.00%
FCFP6_1024_520 | 15.87 | 0.00%
FCFP6_1024_540 | 15.79 | 0.00%
FCFP6_1024_610 | 15.59 | 0.00%
FCFP6_1024_891 | 15.58 | 0.00%
FCFP6_1024_430 | 15.21 | 0.00%
FCFP6_1024_882 | 14.87 | 0.00%
FCFP6_1024_875 | 14.83 | 0.00%
FCFP6_1024_79 | 14.82 | 0.00%
FCFP6_1024_491 | 14.34 | 0.00%
FCFP6_1024_240 | 13.83 | 0.00%
FCFP6_1024_553 | 13.44 | 0.00%
FCFP6_1024_177 | 13.43 | 0.00%
FCFP6_1024_401 | 13.40 | 0.00%
FCFP6_1024_350 | 13.29 | 0.00%
FCFP6_1024_181 | 13.16 | 0.00%
FCFP6_1024_979 | 13.08 | 0.00%
FCFP6_1024_694 | 12.92 | 0.00%
FCFP6_1024_136 | 12.85 | 0.00%
FCFP6_1024_649 | 12.81 | 0.00%
FCFP6_1024_262 | 12.66 | 0.00%
FCFP6_1024_357 | 12.29 | 0.00%
FCFP6_1024_358 | 12.19 | 0.00%
FCFP6_1024_9 | 11.83 | 0.00%
FCFP6_1024_318 | 11.38 | 0.00%
FCFP6_1024_128 | 11.11 | 0.00%
FCFP6_1024_942 | 11.07 | 0.00%
FCFP6_1024_184 | 10.92 | 0.00%
FCFP6_1024_692 | 10.77 | 0.00%
FCFP6_1024_825 | 10.62 | 0.00%
FCFP6_1024_17 | 10.51 | 0.00%
FCFP6_1024_158 | 10.09 | 0.00%
FCFP6_1024_584 | 9.87 | 0.00%
FCFP6_1024_1019 | 9.70 | 0.00%
FCFP6_1024_431 | 9.62 | 0.00%
FCFP6_1024_304 | 9.62 | 0.00%
FCFP6_1024_938 | 9.53 | 0.00%
FCFP6_1024_1014 | 9.47 | 0.00%
FCFP6_1024_457 | 9.43 | 0.00%
FCFP6_1024_305 | 9.42 | 0.00%
FCFP6_1024_442 | 9.22 | 0.00%
FCFP6_1024_556 | 9.10 | 0.00%
FCFP6_1024_697 | 9.07 | 0.00%
FCFP6_1024_334 | 9.05 | 0.00%
FCFP6_1024_104 | 9.00 | 0.00%
FCFP6_1024_728 | 8.92 | 0.00%
FCFP6_1024_932 | 8.88 | 0.00%
FCFP6_1024_7 | 8.85 | 0.00%
FCFP6_1024_412 | 8.77 | 0.00%
FCFP6_1024_960 | 8.66 | 0.00%
FCFP6_1024_288 | 8.56 | 0.00%
FCFP6_1024_648 | 8.39 | 0.00%
FCFP6_1024_363 | 8.38 | 0.00%
FCFP6_1024_982 | 8.10 | 0.00%
FCFP6_1024_222 | 8.07 | 0.00%
FCFP6_1024_105 | 8.05 | 0.00%
FCFP6_1024_862 | 7.87 | 0.00%
FCFP6_1024_381 | 7.85 | 0.00%
FCFP6_1024_634 | 7.77 | 0.00%
FCFP6_1024_952 | 7.57 | 0.00%
FCFP6_1024_203 | 7.36 | 0.00%
FCFP6_1024_166 | 7.13 | 0.00%
FCFP6_1024_121 | 7.11 | 0.00%
FCFP6_1024_259 | 7.02 | 0.00%
FCFP6_1024_249 | 6.98 | 0.00%
FCFP6_1024_904 | 6.95 | 0.00%
FCFP6_1024_821 | 6.94 | 0.00%
FCFP6_1024_991 | 6.81 | 0.00%
FCFP6_1024_437 | 6.80 | 0.00%
FCFP6_1024_221 | 6.74 | 0.00%
FCFP6_1024_234 | 6.72 | 0.00%
FCFP6_1024_639 | 6.65 | 0.00%
FCFP6_1024_807 | 6.41 | 0.00%
FCFP6_1024_999 | 6.41 | 0.00%
FCFP6_1024_156 | 6.32 | 0.00%
FCFP6_1024_208 | 6.28 | 0.00%
FCFP6_1024_400 | 6.24 | 0.00%
FCFP6_1024_353 | 6.21 | 0.00%
FCFP6_1024_106 | 6.18 | 0.00%
FCFP6_1024_49 | 6.13 | 0.00%
FCFP6_1024_893 | 6.02 | 0.00%
FCFP6_1024_163 | 5.98 | 0.00%
FCFP6_1024_947 | 5.94 | 0.00%
FCFP6_1024_970 | 5.81 | 0.00%
FCFP6_1024_614 | 5.77 | 0.00%
FCFP6_1024_643 | 5.75 | 0.00%
FCFP6_1024_71 | 5.74 | 0.00%
FCFP6_1024_536 | 5.70 | 0.00%
FCFP6_1024_165 | 5.68 | 0.00%
FCFP6_1024_560 | 5.60 | 0.00%
FCFP6_1024_1018 | 5.52 | 0.00%
FCFP6_1024_343 | 5.51 | 0.00%
FCFP6_1024_880 | 5.50 | 0.00%
FCFP6_1024_605 | 5.37 | 0.00%
FCFP6_1024_107 | 5.36 | 0.00%
FCFP6_1024_744 | 5.29 | 0.00%
FCFP6_1024_818 | 5.27 | 0.00%
FCFP6_1024_887 | 5.26 | 0.00%
FCFP6_1024_810 | 5.11 | 0.00%
FCFP6_1024_375 | 5.06 | 0.00%
FCFP6_1024_820 | 5.06 | 0.00%
FCFP6_1024_627 | 4.90 | 0.00%
FCFP6_1024_645 | 4.85 | 0.00%
FCFP6_1024_471 | 4.82 | 0.00%
FCFP6_1024_460 | 4.77 | 0.00%
FCFP6_1024_747 | 4.74 | 0.00%
FCFP6_1024_539 | 4.73 | 0.00%
FCFP6_1024_582 | 4.72 | 0.00%
FCFP6_1024_590 | 4.69 | 0.00%
FCFP6_1024_899 | 4.65 | 0.00%
FCFP6_1024_362 | 4.61 | 0.00%
FCFP6_1024_465 | 4.59 | 0.00%
FCFP6_1024_191 | 4.48 | 0.00%
FCFP6_1024_453 | 4.47 | 0.00%
FCFP6_1024_676 | 4.43 | 0.00%
FCFP6_1024_531 | 4.38 | 0.00%
FCFP6_1024_939 | 4.29 | 0.00%
FCFP6_1024_876 | 4.26 | 0.00%
FCFP6_1024_864 | 4.23 | 0.00%
FCFP6_1024_102 | 4.21 | 0.00%
FCFP6_1024_737 | 4.21 | 0.00%
FCFP6_1024_544 | 4.17 | 0.00%
FCFP6_1024_765 | 4.15 | 0.00%
FCFP6_1024_180 | 4.14 | 0.00%
FCFP6_1024_943 | 4.01 | 0.00%
FCFP6_1024_662 | 4.01 | 0.00%
FCFP6_1024_666 | 3.99 | 0.00%
FCFP6_1024_62 | 3.98 | 0.00%
FCFP6_1024_53 | 3.97 | 0.00%
FCFP6_1024_51 | 3.94 | 0.00%
FCFP6_1024_854 | 3.93 | 0.00%
FCFP6_1024_786 | 3.85 | 0.00%
FCFP6_1024_313 | 3.84 | 0.00%
FCFP6_1024_653 | 3.82 | 0.00%
FCFP6_1024_675 | 3.72 | 0.00%
FCFP6_1024_791 | 3.65 | 0.00%
FCFP6_1024_804 | 3.60 | 0.00%
FCFP6_1024_484 | 3.57 | 0.00%
FCFP6_1024_172 | 3.46 | 0.00%
FCFP6_1024_132 | 3.45 | 0.00%
FCFP6_1024_892 | 3.41 | 0.00%
FCFP6_1024_510 | 3.31 | 0.00%
FCFP6_1024_498 | 3.26 | 0.00%
FCFP6_1024_824 | 3.14 | 0.00%
FCFP6_1024_546 | 2.87 | 0.00%
FCFP6_1024_803 | 2.85 | 0.00%
FCFP6_1024_145 | 2.83 | 0.00%
FCFP6_1024_794 | 2.82 | 0.00%
FCFP6_1024_88 | 2.70 | 0.00%
