dataset,task_type,algorithm,mode,dataset_samples_count,dataset_raw_features_count,pca_n_components,feat_total_count,primary_metric,eval_primary_value,eval_primary_delta,eval_primary_delta_pct,secondary_metric,eval_secondary_value,eval_secondary_delta,eval_secondary_delta_pct,optimal_trees,tuning_completed,tuning_best_idx,tuning_val_score_0,tuning_val_score_best,tuning_overall_gain,tuning_gain_pct,eval_overfitting_ratio,feat_share_embedded_pct,feat_share_raw_pct,feat_active_embedded_pct,feat_active_raw_pct,feat_cr5_pct,feat_cr10_pct,time_train_secs,time_infer_secs,time_train_secs_per_1K,time_infer_secs_per_1K,time_tuning_search_secs,time_total_secs,mode_algorithm
airfoil_self_noise,regression,catboost,raw-only,1503,5,57.0,5.0,RMSE,1.4136003721667567,0.5160617955397873,57.49745013514559,R2_Score,0.9592957379183208,-0.0242948571588857,-2.4700172287616047,1000.0,26.0,22.0,7.969229033952813,1.340842425271232,6.6283866086815815,83.1747535481966,1.054262861559446,0.0,100.0,0.0,100.0,100.0,100.0,2.234308958053589,0.005995750427246,1.8588260882309395,0.019919436635369,450.0319881439209,453.79679679870605,baseline_catboost
airfoil_self_noise,regression,lightgbm,raw-only,1503,5,57.0,5.0,RMSE,1.4960036093260016,0.5984650326990322,66.67847469555208,R2_Score,0.9544118606725344,-0.0291787344046722,-2.966552806697165,975.0,26.0,13.0,1.5653365251686524,1.4466780890353532,0.1186584361332991,7.580378674196892,1.034095712560034,0.0,100.0,0.0,100.0,100.0,100.0,1.911915302276612,0.0093786716461181,1.5906117323432707,0.0311583775618543,168.73504948616028,172.198312997818,baseline_lightgbm
airfoil_self_noise,regression,tabpfn,baseline,1503,5,,,RMSE,0.8975385766269695,,,R2_Score,0.9835905950772068,,,,,,,,,,,,,,,,,,,,,,,baseline_tabpfn
airfoil_self_noise,regression,xgboost,raw-only,1503,5,57.0,5.0,RMSE,1.6314255050743638,0.7338869284473943,81.7666167849194,R2_Score,0.945784798095739,-0.0378057969814676,-3.843651735862738,1000.0,26.0,22.0,1.6669202549769937,1.4271693574118924,0.239750897565101,14.382865457976571,1.1431197682333096,0.0,100.0,0.0,100.0,100.0,100.0,0.5820467472076416,0.0051651000976562,0.4842319028349764,0.0171598009888911,163.99131798744202,166.05980491638184,baseline_xgboost
airfoil_self_noise,regression,catboost,combined,1503,5,57.0,62.0,RMSE,0.9296917662473796,0.0321531896204102,3.58237411268102,R2_Score,0.9823938436764662,-0.0011967514007404,-0.1216717002714481,1000.0,26.0,3.0,9.997931291739254,1.1758793733600883,8.822051918379167,88.23877321169778,0.7906353213687006,99.5643032651196,0.4356967348804296,100.0,100.0,95.54424090806384,97.70739903748934,1.490687131881714,0.0045878887176513,1.2401723226969334,0.015242155208144,615.2195615768433,618.3168489933014,combined_catboost
airfoil_self_noise,regression,lightgbm,combined,1503,5,57.0,62.0,RMSE,0.955547152839702,0.0580085762127324,6.463073312206136,R2_Score,0.981400947091804,-0.0021896479854025,-0.2226178245666001,228.0,26.0,19.0,1.232668226440313,1.124144754971948,0.1085234714683649,8.803948146027738,0.8500214484063902,93.67394000861626,6.326059991383743,100.0,100.0,83.11584971260847,93.41012320939576,0.128943920135498,0.0023508071899414,0.1072744759862712,0.0078099906642571,66.12222790718079,68.42008519172668,combined_lightgbm
airfoil_self_noise,regression,xgboost,combined,1503,5,57.0,62.0,RMSE,0.935045059904032,0.0375064832770626,4.178815736033916,R2_Score,0.9821905025620856,-0.0014000925151211,-0.1423450490609141,628.0,26.0,15.0,1.2816052895280994,1.1636548385419667,0.1179504509861326,9.203336780044287,0.8035415906280443,99.17672524526108,0.8232747547389283,100.0,100.0,96.56776852339688,99.09789253733658,0.726269006729126,0.00156831741333,0.604217143701436,0.0052103568549172,335.5271677970886,338.0516896247864,combined_xgboost
airfoil_self_noise,regression,catboost,embed-only,1503,5,57.0,57.0,RMSE,0.9167406931194618,0.0192021164924923,2.1394196297005585,R2_Score,0.9828809522415762,-0.0007096428356304,-0.0721481924676964,1000.0,26.0,11.0,10.269171723492333,1.1656907830554286,9.103480940436905,88.64863871748557,0.7864355680299402,100.0,0.0,100.0,0.0,95.13814677719802,97.39497508637412,0.8622298240661621,0.00162935256958,0.7173293045475558,0.0054131314603989,420.3887391090393,422.834308385849,embed-only_catboost
airfoil_self_noise,regression,lightgbm,embed-only,1503,5,57.0,57.0,RMSE,0.9769897775607916,0.0794512009338221,8.852121012158266,R2_Score,0.9805568501417876,-0.0030337449354189,-0.3084357405004301,930.0,26.0,25.0,1.226879791756136,1.1771280008685032,0.0497517908876328,4.055147963307709,0.8299775188764124,100.00000000000006,0.0,100.0,0.0,96.74907762889592,98.96976361496624,0.2374231815338134,0.0015993118286132,0.1975234455356185,0.0053133283342633,78.3015079498291,80.04298734664917,embed-only_lightgbm
airfoil_self_noise,regression,xgboost,embed-only,1503,5,57.0,57.0,RMSE,0.9453372415693512,0.0477986649423817,5.325527636039154,R2_Score,0.9817962811743816,-0.0017943139028251,-0.1824248739064341,1000.0,26.0,7.0,1.2877858919602958,1.1525442036001907,0.135241688360105,10.501876841827894,0.8202177743954728,99.99999999999996,0.0,100.0,0.0,97.1841153998646,99.4095051064022,0.7701418399810791,0.0012297630310058,0.6407170049759394,0.0040855914651357,284.2485857009888,286.50019550323486,embed-only_xgboost
