Strategy,Rank,Improvability %,Norm Score
baseline_xgboost,1.00,0.0%,1.000
baseline_tabpfn,2.00,2.7%,0.747
baseline_lightgbm,3.00,4.1%,0.617
combined_lightgbm,4.00,4.1%,0.617
baseline_catboost,5.00,7.4%,0.279
combined_xgboost,6.00,12.4%,0.000
combined_catboost,7.00,17.6%,0.000
embed-only_catboost,8.00,22.9%,0.000
embed-only_lightgbm,9.00,25.2%,0.000
embed-only_xgboost,10.00,26.8%,0.000
