dataset,task_type,algorithm,mode,dataset_samples_count,dataset_raw_features_count,pca_n_components,feat_total_count,feat_share_embedded_pct,feat_share_raw_pct,primary_metric,eval_primary_value,secondary_metric,eval_secondary_value
qsar-biodeg,binary,catboost,embed-only,1054,41,45.0,45.0,100.0,0.0,1-AUROC,0.080784708249497,Accuracy,0.8530805687203792
qsar-biodeg,binary,lightgbm,embed-only,1054,41,45.0,45.0,100.00000000000004,0.0,1-AUROC,0.0845070422535211,Accuracy,0.8578199052132701
qsar-biodeg,binary,xgboost,embed-only,1054,41,45.0,45.0,100.0,0.0,1-AUROC,0.0865191146881287,Accuracy,0.8578199052132701
qsar-tid-11,regression,catboost,raw-only,5742,1024,41.0,1024.0,0.0,100.00000000000011,RMSE,0.7154940611723354,R2_Score,0.7789168044932941
qsar-tid-11,regression,lightgbm,raw-only,5742,1024,41.0,1024.0,0.0,99.99999999999996,RMSE,0.7004650139883273,R2_Score,0.7881070225445365
qsar-tid-11,regression,xgboost,raw-only,5742,1024,41.0,1024.0,0.0,100.0,RMSE,0.6994816710412282,R2_Score,0.7887015339218664
qsar-tid-11,regression,catboost,combined,5742,1024,41.0,1065.0,85.95728360520133,14.04271639479862,RMSE,0.6711319962254191,R2_Score,0.805482107691494
qsar-tid-11,regression,lightgbm,combined,5742,1024,41.0,1065.0,98.18289272515554,1.817107274844497,RMSE,0.6739301916334305,R2_Score,0.8038566934143591
qsar-tid-11,regression,xgboost,combined,5742,1024,41.0,1065.0,96.59394848996531,3.406051510034632,RMSE,0.671415882614247,R2_Score,0.8053175121679379
qsar-tid-11,regression,catboost,embed-only,5742,1024,41.0,41.0,99.99999999999996,0.0,RMSE,0.6709241132691084,R2_Score,0.8056025927587174
qsar-tid-11,regression,lightgbm,embed-only,5742,1024,41.0,41.0,100.0,0.0,RMSE,0.6739711801198027,R2_Score,0.8038328337866592
qsar-tid-11,regression,xgboost,embed-only,5742,1024,41.0,41.0,100.0,0.0,RMSE,0.6708979541260522,R2_Score,0.8056177514639974
qsar_fish_toxicity,regression,catboost,raw-only,907,6,75.0,6.0,0.0,100.0,RMSE,0.9268415458926704,R2_Score,0.6570455221919107
qsar_fish_toxicity,regression,lightgbm,raw-only,907,6,75.0,6.0,0.0,100.0,RMSE,0.9325424224333888,R2_Score,0.6528136142684161
qsar_fish_toxicity,regression,xgboost,raw-only,907,6,75.0,6.0,0.0,100.0,RMSE,0.937037306160506,R2_Score,0.6494586496516555
qsar_fish_toxicity,regression,catboost,combined,907,6,75.0,81.0,92.07181870862114,7.928181291378855,RMSE,0.8967370162690773,R2_Score,0.6789625579244207
qsar_fish_toxicity,regression,lightgbm,combined,907,6,75.0,81.0,72.32179574734334,27.678204252656627,RMSE,0.8926158370005411,R2_Score,0.6819065930575647
qsar_fish_toxicity,regression,xgboost,combined,907,6,75.0,81.0,80.77381035467201,19.226189645328034,RMSE,0.8884946279559683,R2_Score,0.6848370881029116
qsar_fish_toxicity,regression,catboost,embed-only,907,6,75.0,75.0,99.99999999999996,0.0,RMSE,0.8894984820698774,R2_Score,0.6841245203433508
qsar_fish_toxicity,regression,lightgbm,embed-only,907,6,75.0,75.0,100.0,0.0,RMSE,0.8938611736409027,R2_Score,0.6810183952644248
qsar_fish_toxicity,regression,xgboost,embed-only,907,6,75.0,75.0,100.00000000000004,0.0,RMSE,0.9026043376650362,R2_Score,0.6747477389011899
sdss17,multiclass,catboost,raw-only,78053,11,21.0,11.0,0.0,100.00000000000004,Log_Loss,0.0754891642706935,Accuracy,0.976875280251105
sdss17,multiclass,lightgbm,raw-only,78053,11,21.0,11.0,0.0,100.0,Log_Loss,0.0750650944532456,Accuracy,0.9767471654602524
sdss17,multiclass,xgboost,raw-only,78053,11,21.0,11.0,0.0,100.0,Log_Loss,0.0774043872952461,Accuracy,0.9756581897380052
sdss17,multiclass,catboost,combined,78053,11,21.0,32.0,49.33692573151578,50.663074268484216,Log_Loss,0.0644853332267292,Accuracy,0.9799500352315674
sdss17,multiclass,lightgbm,combined,78053,11,21.0,32.0,55.30778221536109,44.69221778463891,Log_Loss,0.0624072421855011,Accuracy,0.9803343796041252
sdss17,multiclass,xgboost,combined,78053,11,21.0,32.0,47.72643118174635,52.27356881825364,Log_Loss,0.0630601048469543,Accuracy,0.9803343796041252
sdss17,multiclass,catboost,embed-only,78053,11,21.0,21.0,99.99999999999996,0.0,Log_Loss,0.0666056867594136,Accuracy,0.978989174300173
sdss17,multiclass,lightgbm,embed-only,78053,11,21.0,21.0,100.0,0.0,Log_Loss,0.0645621653804081,Accuracy,0.9793735186727308
sdss17,multiclass,xgboost,embed-only,78053,11,21.0,21.0,100.0,0.0,Log_Loss,0.0653732791543006,Accuracy,0.9791813464864518
seismic-bumps,binary,catboost,raw-only,2584,15,25.0,15.0,0.0,100.0,1-AUROC,0.2300267933260259,Accuracy,0.9342359767891684
seismic-bumps,binary,lightgbm,raw-only,2584,15,25.0,15.0,0.0,100.0,1-AUROC,0.2398916088174401,Accuracy,0.9342359767891684
seismic-bumps,binary,xgboost,raw-only,2584,15,25.0,15.0,0.0,100.0,1-AUROC,0.2121544269881866,Accuracy,0.9342359767891684
seismic-bumps,binary,catboost,combined,2584,15,25.0,40.0,58.02580317800171,41.9741968219983,1-AUROC,0.2394349043965412,Accuracy,0.9342359767891684
seismic-bumps,binary,lightgbm,combined,2584,15,25.0,40.0,47.75211971698776,52.24788028301224,1-AUROC,0.225216173425892,Accuracy,0.9342359767891684
seismic-bumps,binary,xgboost,combined,2584,15,25.0,40.0,70.21354848846212,29.78645151153788,1-AUROC,0.2159907441237365,Accuracy,0.9361702127659576
seismic-bumps,binary,catboost,embed-only,2584,15,25.0,25.0,100.0,0.0,1-AUROC,0.2267689684569479,Accuracy,0.9400386847195358
seismic-bumps,binary,lightgbm,embed-only,2584,15,25.0,25.0,100.00000000000004,0.0,1-AUROC,0.221471197174522,Accuracy,0.9342359767891684
seismic-bumps,binary,xgboost,embed-only,2584,15,25.0,25.0,100.0,0.0,1-AUROC,0.2455242966751918,Accuracy,0.9323017408123792
splice,multiclass,catboost,raw-only,3190,60,33.0,60.0,0.0,100.0,Log_Loss,0.1018967480568208,Accuracy,0.9686520376175548
splice,multiclass,lightgbm,raw-only,3190,60,33.0,60.0,0.0,100.00000000000004,Log_Loss,0.0933683619809021,Accuracy,0.974921630094044
splice,multiclass,xgboost,raw-only,3190,60,33.0,60.0,0.0,100.0,Log_Loss,0.5641608834266663,Accuracy,0.7586206896551724
splice,multiclass,catboost,combined,3190,60,33.0,93.0,41.68365377524216,58.316346224757815,Log_Loss,0.1067107279202262,Accuracy,0.9702194357366772
splice,multiclass,lightgbm,combined,3190,60,33.0,93.0,38.46486385674093,61.53513614325908,Log_Loss,0.1017659203746744,Accuracy,0.9780564263322884
splice,multiclass,xgboost,combined,3190,60,33.0,93.0,37.00026703908928,62.99973296091074,Log_Loss,0.2739691138267517,Accuracy,0.9059561128526644
splice,multiclass,catboost,embed-only,3190,60,33.0,33.0,100.0,0.0,Log_Loss,0.1266767502618467,Accuracy,0.9670846394984326
splice,multiclass,lightgbm,embed-only,3190,60,33.0,33.0,99.99999999999996,0.0,Log_Loss,0.1189331590530492,Accuracy,0.963949843260188
splice,multiclass,xgboost,embed-only,3190,60,33.0,33.0,100.00000000000004,0.0,Log_Loss,0.1260437220335006,Accuracy,0.9592476489028212
students_dropout_and_academic_success,multiclass,catboost,raw-only,4424,36,29.0,36.0,0.0,99.99999999999996,Log_Loss,0.5421910598045457,Accuracy,0.7796610169491526
students_dropout_and_academic_success,multiclass,lightgbm,raw-only,4424,36,29.0,36.0,0.0,100.00000000000004,Log_Loss,0.5414782310066686,Accuracy,0.7807909604519774
students_dropout_and_academic_success,multiclass,xgboost,raw-only,4424,36,29.0,36.0,0.0,100.00000000000004,Log_Loss,0.5605431199073792,Accuracy,0.7740112994350282
students_dropout_and_academic_success,multiclass,catboost,combined,4424,36,29.0,65.0,40.20723497932424,59.79276502067576,Log_Loss,0.5306149617954237,Accuracy,0.792090395480226
students_dropout_and_academic_success,multiclass,lightgbm,combined,4424,36,29.0,65.0,48.674100917906486,51.32589908209352,Log_Loss,0.5275395561950518,Accuracy,0.7932203389830509
students_dropout_and_academic_success,multiclass,xgboost,combined,4424,36,29.0,65.0,39.02515885763027,60.97484114236973,Log_Loss,0.5620919466018677,Accuracy,0.7762711864406779
students_dropout_and_academic_success,multiclass,catboost,embed-only,4424,36,29.0,29.0,100.0,0.0,Log_Loss,0.5489104321604945,Accuracy,0.7830508474576271
students_dropout_and_academic_success,multiclass,lightgbm,embed-only,4424,36,29.0,29.0,100.0,0.0,Log_Loss,0.5492278260986297,Accuracy,0.7819209039548023
students_dropout_and_academic_success,multiclass,xgboost,embed-only,4424,36,29.0,29.0,100.0,0.0,Log_Loss,0.5520405173301697,Accuracy,0.7819209039548023
superconductivity,regression,catboost,raw-only,21263,81,70.0,81.0,0.0,100.00000000000006,RMSE,9.477370214177132,R2_Score,0.9235353799895172
superconductivity,regression,lightgbm,raw-only,21263,81,70.0,81.0,0.0,99.99999999999994,RMSE,9.370197612453936,R2_Score,0.9252549661125936
superconductivity,regression,xgboost,raw-only,21263,81,70.0,81.0,0.0,100.00000000000004,RMSE,9.36118095953046,R2_Score,0.9253987465952442
superconductivity,regression,catboost,combined,21263,81,70.0,151.0,92.50810322199445,7.491896778005592,RMSE,8.734822635214133,R2_Score,0.9350479257624608
superconductivity,regression,lightgbm,combined,21263,81,70.0,151.0,75.75592271482853,24.244077285171503,RMSE,8.929109126394765,R2_Score,0.9321263656512512
superconductivity,regression,xgboost,combined,21263,81,70.0,151.0,65.839158596409,34.160841403590986,RMSE,8.903272719470293,R2_Score,0.9325185825616504
superconductivity,regression,catboost,embed-only,21263,81,70.0,70.0,100.00000000000006,0.0,RMSE,8.773076442071979,R2_Score,0.9344777699732728
superconductivity,regression,lightgbm,embed-only,21263,81,70.0,70.0,100.00000000000004,0.0,RMSE,8.895932496816775,R2_Score,0.9326298055826608
superconductivity,regression,xgboost,embed-only,21263,81,70.0,70.0,100.00000000000004,0.0,RMSE,8.898301226406106,R2_Score,0.9325939233366976
taiwanese_bankruptcy_prediction,binary,catboost,raw-only,6819,94,32.0,94.0,0.0,100.0,1-AUROC,0.053391873278237,Accuracy,0.9736070381231672
taiwanese_bankruptcy_prediction,binary,lightgbm,raw-only,6819,94,32.0,94.0,0.0,100.0,1-AUROC,0.0433195592286501,Accuracy,0.9743401759530792
taiwanese_bankruptcy_prediction,binary,xgboost,raw-only,6819,94,32.0,94.0,0.0,99.99999999999996,1-AUROC,0.0419077134986225,Accuracy,0.9765395894428152
taiwanese_bankruptcy_prediction,binary,catboost,combined,6819,94,32.0,126.0,21.84051968827748,78.15948031172248,1-AUROC,0.0434917355371899,Accuracy,0.9728739002932552
taiwanese_bankruptcy_prediction,binary,lightgbm,combined,6819,94,32.0,126.0,23.563873777209466,76.43612622279049,1-AUROC,0.0446280991735537,Accuracy,0.9728739002932552
taiwanese_bankruptcy_prediction,binary,xgboost,combined,6819,94,32.0,126.0,23.55625884805568,76.44374115194432,1-AUROC,0.0378443526170798,Accuracy,0.9772727272727272
taiwanese_bankruptcy_prediction,binary,catboost,embed-only,6819,94,32.0,32.0,100.00000000000006,0.0,1-AUROC,0.0373450413223139,Accuracy,0.9728739002932552
taiwanese_bankruptcy_prediction,binary,lightgbm,embed-only,6819,94,32.0,32.0,100.0,0.0,1-AUROC,0.0429752066115702,Accuracy,0.9743401759530792
taiwanese_bankruptcy_prediction,binary,xgboost,embed-only,6819,94,32.0,32.0,100.0,0.0,1-AUROC,0.0389979338842975,Accuracy,0.9750733137829912
website_phishing,multiclass,catboost,raw-only,1353,9,27.0,9.0,0.0,100.0,Log_Loss,0.3340212817122421,Accuracy,0.8782287822878229
website_phishing,multiclass,lightgbm,raw-only,1353,9,27.0,9.0,0.0,100.0,Log_Loss,0.2566152769705148,Accuracy,0.8892988929889298
website_phishing,multiclass,xgboost,raw-only,1353,9,27.0,9.0,0.0,100.0,Log_Loss,0.3052724003791809,Accuracy,0.8745387453874539
website_phishing,multiclass,catboost,combined,1353,9,27.0,36.0,71.93671158744742,28.063288412552563,Log_Loss,0.3077645358287081,Accuracy,0.8966789667896679
website_phishing,multiclass,lightgbm,combined,1353,9,27.0,36.0,57.744545249156914,42.25545475084309,Log_Loss,0.2942523890260506,Accuracy,0.8929889298892989
website_phishing,multiclass,xgboost,combined,1353,9,27.0,36.0,63.995607502578224,36.00439249742177,Log_Loss,0.3076291084289551,Accuracy,0.8929889298892989
website_phishing,multiclass,catboost,embed-only,1353,9,27.0,27.0,100.0,0.0,Log_Loss,0.3834155195450947,Accuracy,0.8892988929889298
website_phishing,multiclass,lightgbm,embed-only,1353,9,27.0,27.0,100.0,0.0,Log_Loss,0.3119867623692315,Accuracy,0.8929889298892989
website_phishing,multiclass,xgboost,embed-only,1353,9,27.0,27.0,100.0,0.0,Log_Loss,0.3283531963825226,Accuracy,0.8892988929889298
wine_quality,regression,catboost,raw-only,6497,12,25.0,12.0,0.0,100.0,RMSE,0.5801966195619873,R2_Score,0.5500175845259488
wine_quality,regression,lightgbm,raw-only,6497,12,25.0,12.0,0.0,100.0,RMSE,0.5841833595343792,R2_Score,0.5438123557998722
wine_quality,regression,xgboost,raw-only,6497,12,25.0,12.0,0.0,100.0,RMSE,0.5881288007513703,R2_Score,0.5376295728367766
wine_quality,regression,catboost,combined,6497,12,25.0,37.0,89.46930680544246,10.530693194557513,RMSE,0.567375187040876,R2_Score,0.5696856468333704
wine_quality,regression,lightgbm,combined,6497,12,25.0,37.0,90.75124749172686,9.248752508273116,RMSE,0.5665445830199877,R2_Score,0.5709446346022005
wine_quality,regression,xgboost,combined,6497,12,25.0,37.0,93.92765767701368,6.0723423229863,RMSE,0.5674903008243241,R2_Score,0.5695110176305295
wine_quality,regression,catboost,embed-only,6497,12,25.0,25.0,99.99999999999996,0.0,RMSE,0.5734882938910604,R2_Score,0.5603629659221023
wine_quality,regression,lightgbm,embed-only,6497,12,25.0,25.0,100.00000000000004,0.0,RMSE,0.568170449467554,R2_Score,0.5684784996892334
wine_quality,regression,xgboost,embed-only,6497,12,25.0,25.0,99.99999999999996,0.0,RMSE,0.5664019847940158,R2_Score,0.571160592307975
