dataset,task_type,algorithm,mode,dataset_samples_count,dataset_raw_features_count,pca_n_components,feat_total_count,feat_share_embedded_pct,feat_share_raw_pct,primary_metric,eval_primary_value,secondary_metric,eval_secondary_value
food_delivery_time,regression,lightgbm,combined,45451,9,34.0,43.0,90.52460663812,9.475393361879991,RMSE,7.29944580988175,R2_Score,0.3832440987169798
food_delivery_time,regression,xgboost,combined,45451,9,34.0,43.0,72.50117823352022,27.49882176647976,RMSE,7.379796309786091,R2_Score,0.3695911721934719
food_delivery_time,regression,catboost,embed-only,45451,9,34.0,34.0,100.0,0.0,RMSE,7.294564326346595,R2_Score,0.384068730384266
food_delivery_time,regression,lightgbm,embed-only,45451,9,34.0,34.0,99.99999999999996,0.0,RMSE,7.301009488440771,R2_Score,0.3829798289898608
food_delivery_time,regression,xgboost,embed-only,45451,9,34.0,34.0,99.99999999999996,0.0,RMSE,7.299989148966619,R2_Score,0.383152278031493
givemesomecredit,binary,catboost,raw-only,150000,10,20.0,10.0,0.0,100.0,1-AUROC,0.127395540439845,Accuracy,0.9370333333333334
givemesomecredit,binary,lightgbm,raw-only,150000,10,20.0,10.0,0.0,100.0,1-AUROC,0.1275075661444709,Accuracy,0.938
givemesomecredit,binary,xgboost,raw-only,150000,10,20.0,10.0,0.0,100.0,1-AUROC,0.1279985961155335,Accuracy,0.9380666666666668
givemesomecredit,binary,catboost,combined,150000,10,20.0,30.0,44.086606667334415,55.91339333266556,1-AUROC,0.1265462259692793,Accuracy,0.9374
givemesomecredit,binary,lightgbm,combined,150000,10,20.0,30.0,38.94249168496126,61.05750831503874,1-AUROC,0.1264523367416429,Accuracy,0.9381
givemesomecredit,binary,xgboost,combined,150000,10,20.0,30.0,34.645496854591975,65.35450314540803,1-AUROC,0.1264808420099954,Accuracy,0.9379
givemesomecredit,binary,catboost,embed-only,150000,10,20.0,20.0,100.0,0.0,1-AUROC,0.1280865437762978,Accuracy,0.9367
givemesomecredit,binary,lightgbm,embed-only,150000,10,20.0,20.0,100.0,0.0,1-AUROC,0.1278935631095507,Accuracy,0.9368666666666666
givemesomecredit,binary,xgboost,embed-only,150000,10,20.0,20.0,100.00000000000004,0.0,1-AUROC,0.1280982131205296,Accuracy,0.9374
hazelnut-spread-contaminant-detection,binary,catboost,raw-only,2400,30,48.0,30.0,0.0,100.0,1-AUROC,0.0177777777777777,Accuracy,0.93125
hazelnut-spread-contaminant-detection,binary,lightgbm,raw-only,2400,30,48.0,30.0,0.0,100.0,1-AUROC,0.0132638888888888,Accuracy,0.9541666666666668
hazelnut-spread-contaminant-detection,binary,xgboost,raw-only,2400,30,48.0,30.0,0.0,100.00000000000004,1-AUROC,0.0161284722222222,Accuracy,0.94375
hazelnut-spread-contaminant-detection,binary,catboost,combined,2400,30,48.0,78.0,73.95969498077066,26.040305019229333,1-AUROC,0.0115277777777778,Accuracy,0.95
hazelnut-spread-contaminant-detection,binary,lightgbm,combined,2400,30,48.0,78.0,60.31873712341816,39.681262876581854,1-AUROC,0.0085937499999999,Accuracy,0.9625
hazelnut-spread-contaminant-detection,binary,xgboost,combined,2400,30,48.0,78.0,69.0796709871426,30.9203290128574,1-AUROC,0.0096354166666665,Accuracy,0.9645833333333332
hazelnut-spread-contaminant-detection,binary,catboost,embed-only,2400,30,48.0,48.0,100.00000000000004,0.0,1-AUROC,0.0092708333333333,Accuracy,0.9479166666666666
hazelnut-spread-contaminant-detection,binary,lightgbm,embed-only,2400,30,48.0,48.0,100.0,0.0,1-AUROC,0.0085763888888888,Accuracy,0.9541666666666668
hazelnut-spread-contaminant-detection,binary,xgboost,embed-only,2400,30,48.0,48.0,100.0,0.0,1-AUROC,0.0098090277777778,Accuracy,0.95625
healthcare_insurance_expenses,regression,catboost,raw-only,1338,6,25.0,6.0,0.0,100.0,RMSE,3660.672081231789,R2_Score,0.872516659072263
healthcare_insurance_expenses,regression,lightgbm,raw-only,1338,6,25.0,6.0,0.0,100.0,RMSE,3752.0311912614447,R2_Score,0.8660740725687831
healthcare_insurance_expenses,regression,xgboost,raw-only,1338,6,25.0,6.0,0.0,100.0,RMSE,3645.157158018351,R2_Score,0.8735949871907052
healthcare_insurance_expenses,regression,catboost,combined,1338,6,25.0,31.0,68.12191416045863,31.87808583954136,RMSE,3573.933970459071,R2_Score,0.8784864157265331
healthcare_insurance_expenses,regression,lightgbm,combined,1338,6,25.0,31.0,75.94057222700181,24.05942777299816,RMSE,3542.175967455131,R2_Score,0.8806363620475282
healthcare_insurance_expenses,regression,xgboost,combined,1338,6,25.0,31.0,79.31911006327994,20.68088993672005,RMSE,3547.3655325965483,R2_Score,0.8802863516875943
healthcare_insurance_expenses,regression,catboost,embed-only,1338,6,25.0,25.0,100.0,0.0,RMSE,3541.9666128262065,R2_Score,0.8806504712232908
healthcare_insurance_expenses,regression,lightgbm,embed-only,1338,6,25.0,25.0,100.0,0.0,RMSE,3571.6683451078025,R2_Score,0.8786404292015783
healthcare_insurance_expenses,regression,xgboost,embed-only,1338,6,25.0,25.0,100.00000000000004,0.0,RMSE,3545.4096838426985,R2_Score,0.8804183241276445
heloc,binary,catboost,raw-only,10459,23,21.0,23.0,0.0,100.00000000000004,1-AUROC,0.1987852564102563,Accuracy,0.7241873804971319
heloc,binary,lightgbm,raw-only,10459,23,21.0,23.0,0.0,100.0,1-AUROC,0.1951057692307691,Accuracy,0.7304015296367112
heloc,binary,xgboost,raw-only,10459,23,21.0,23.0,0.0,100.0,1-AUROC,0.1992880036630037,Accuracy,0.7318355640535373
heloc,binary,catboost,combined,10459,23,21.0,44.0,36.43774323662142,63.56225676337858,1-AUROC,0.1963118131868131,Accuracy,0.7299235181644359
heloc,binary,lightgbm,combined,10459,23,21.0,44.0,32.48614934912087,67.5138506508791,1-AUROC,0.1919084249084249,Accuracy,0.7337476099426387
heloc,binary,xgboost,combined,10459,23,21.0,44.0,31.63899828588036,68.36100171411962,1-AUROC,0.194944597069597,Accuracy,0.732791586998088
heloc,binary,catboost,embed-only,10459,23,21.0,21.0,100.00000000000004,0.0,1-AUROC,0.2141369047619046,Accuracy,0.7117590822179732
heloc,binary,lightgbm,embed-only,10459,23,21.0,21.0,100.0,0.0,1-AUROC,0.2151181318681317,Accuracy,0.7093690248565966
heloc,binary,xgboost,embed-only,10459,23,21.0,21.0,99.99999999999996,0.0,1-AUROC,0.214981684981685,Accuracy,0.7060229445506692
hiva_agnostic,multiclass,catboost,raw-only,3845,1617,49.0,1617.0,0.0,100.0,Log_Loss,0.180475964820141,Accuracy,0.964889466840052
hiva_agnostic,multiclass,lightgbm,raw-only,3845,1617,49.0,1617.0,0.0,100.0,Log_Loss,0.1734708772634157,Accuracy,0.964889466840052
hiva_agnostic,multiclass,xgboost,raw-only,3845,1617,49.0,1617.0,0.0,100.0,Log_Loss,0.1806825101375579,Accuracy,0.964889466840052
hiva_agnostic,multiclass,catboost,combined,3845,1617,49.0,1666.0,37.71194838185925,62.288051618140734,Log_Loss,0.1802148763254918,Accuracy,0.964889466840052
hiva_agnostic,multiclass,lightgbm,combined,3845,1617,49.0,1666.0,92.90423298819962,7.095767011800376,Log_Loss,0.1719542134730627,Accuracy,0.964889466840052
hiva_agnostic,multiclass,xgboost,combined,3845,1617,49.0,1666.0,67.41185324111215,32.58814675888788,Log_Loss,0.1743098646402359,Accuracy,0.964889466840052
hiva_agnostic,multiclass,catboost,embed-only,3845,1617,49.0,49.0,100.0,0.0,Log_Loss,0.1722937657590232,Accuracy,0.964889466840052
hiva_agnostic,multiclass,lightgbm,embed-only,3845,1617,49.0,49.0,100.0,0.0,Log_Loss,0.172216758921831,Accuracy,0.964889466840052
hiva_agnostic,multiclass,xgboost,embed-only,3845,1617,49.0,49.0,100.0,0.0,Log_Loss,0.1721793860197067,Accuracy,0.964889466840052
houses,regression,catboost,raw-only,20640,8,77.0,8.0,0.0,100.0,RMSE,0.2044076626553675,R2_Score,0.8710807294526961
houses,regression,lightgbm,raw-only,20640,8,77.0,8.0,0.0,100.0,RMSE,0.1997524317195151,R2_Score,0.8768859424056971
houses,regression,xgboost,raw-only,20640,8,77.0,8.0,0.0,100.0,RMSE,0.2062549987181434,R2_Score,0.8687399816691376
houses,regression,catboost,combined,20640,8,77.0,85.0,98.59508068153956,1.4049193184604434,RMSE,0.1772155409197353,R2_Score,0.9030992575874736
houses,regression,lightgbm,combined,20640,8,77.0,85.0,83.7326361727428,16.267363827257174,RMSE,0.1769905199685653,R2_Score,0.9033451824512088
houses,regression,xgboost,combined,20640,8,77.0,85.0,85.1425467523632,14.857453247636762,RMSE,0.1780323434598321,R2_Score,0.9022039503918132
houses,regression,catboost,embed-only,20640,8,77.0,77.0,99.99999999999994,0.0,RMSE,0.1768843255029867,R2_Score,0.903461133604192
houses,regression,lightgbm,embed-only,20640,8,77.0,77.0,100.00000000000006,0.0,RMSE,0.1767983894779703,R2_Score,0.9035549141146294
houses,regression,xgboost,embed-only,20640,8,77.0,77.0,99.99999999999996,0.0,RMSE,0.1778431542856785,R2_Score,0.902411689309243
hr_analytics_job_change_of_data_scientists,binary,catboost,raw-only,19158,12,36.0,12.0,0.0,100.00000000000004,1-AUROC,0.2078737850473242,Accuracy,0.784446764091858
hr_analytics_job_change_of_data_scientists,binary,lightgbm,raw-only,19158,12,36.0,12.0,0.0,100.0,1-AUROC,0.211007139126526,Accuracy,0.7823590814196242
hr_analytics_job_change_of_data_scientists,binary,xgboost,raw-only,19158,12,36.0,12.0,0.0,100.0,1-AUROC,0.2212581459380861,Accuracy,0.7640918580375783
hr_analytics_job_change_of_data_scientists,binary,catboost,combined,19158,12,36.0,48.0,72.39965263688093,27.600347363119063,1-AUROC,0.2158380148023592,Accuracy,0.7823590814196242
hr_analytics_job_change_of_data_scientists,binary,lightgbm,combined,19158,12,36.0,48.0,50.785738080598,49.214261919402,1-AUROC,0.211889384484638,Accuracy,0.7857515657620042
hr_analytics_job_change_of_data_scientists,binary,xgboost,combined,19158,12,36.0,48.0,62.4812699380362,37.51873006196382,1-AUROC,0.2523452840455171,Accuracy,0.7604384133611691
hr_analytics_job_change_of_data_scientists,binary,catboost,embed-only,19158,12,36.0,36.0,100.0,0.0,1-AUROC,0.2082766916526994,Accuracy,0.782098121085595
hr_analytics_job_change_of_data_scientists,binary,lightgbm,embed-only,19158,12,36.0,36.0,100.0,0.0,1-AUROC,0.2079513090825048,Accuracy,0.7849686847599165
hr_analytics_job_change_of_data_scientists,binary,xgboost,embed-only,19158,12,36.0,36.0,100.0,0.0,1-AUROC,0.2122185886622007,Accuracy,0.7839248434237995
in_vehicle_coupon_recommendation,binary,catboost,raw-only,12684,24,58.0,24.0,0.0,100.0,1-AUROC,0.1326113528268069,Accuracy,0.8013401655498621
in_vehicle_coupon_recommendation,binary,lightgbm,raw-only,12684,24,58.0,24.0,0.0,100.00000000000004,1-AUROC,0.1331870372833266,Accuracy,0.7926685061095783
in_vehicle_coupon_recommendation,binary,xgboost,raw-only,12684,24,58.0,24.0,0.0,100.0,1-AUROC,0.1318311072267715,Accuracy,0.7906976744186046
in_vehicle_coupon_recommendation,binary,catboost,combined,12684,24,58.0,82.0,84.58121535740919,15.418784642590794,1-AUROC,0.1432038834951454,Accuracy,0.7851793456838786
in_vehicle_coupon_recommendation,binary,lightgbm,combined,12684,24,58.0,82.0,75.05274229487803,24.94725770512196,1-AUROC,0.1398881563531118,Accuracy,0.793062672447773
in_vehicle_coupon_recommendation,binary,xgboost,combined,12684,24,58.0,82.0,78.56230258730182,21.43769741269817,1-AUROC,0.1381639529066048,Accuracy,0.7871501773748522
in_vehicle_coupon_recommendation,binary,catboost,embed-only,12684,24,58.0,58.0,100.00000000000004,0.0,1-AUROC,0.1597651030088853,Accuracy,0.7666535277887269
in_vehicle_coupon_recommendation,binary,lightgbm,embed-only,12684,24,58.0,58.0,100.0,0.0,1-AUROC,0.1564864248665286,Accuracy,0.7682301931415058
in_vehicle_coupon_recommendation,binary,xgboost,embed-only,12684,24,58.0,58.0,100.0,0.0,1-AUROC,0.1564097936022395,Accuracy,0.7654710287741426
is-this-a-good-customer,binary,catboost,raw-only,1723,13,31.0,13.0,0.0,100.0,1-AUROC,0.2557399027987264,Accuracy,0.8869565217391304
is-this-a-good-customer,binary,lightgbm,raw-only,1723,13,31.0,13.0,0.0,100.0,1-AUROC,0.2269146975029329,Accuracy,0.8869565217391304
is-this-a-good-customer,binary,xgboost,raw-only,1723,13,31.0,13.0,0.0,100.0,1-AUROC,0.2657952069716774,Accuracy,0.8869565217391304
is-this-a-good-customer,binary,catboost,combined,1723,13,31.0,44.0,76.026890388173,23.97310961182702,1-AUROC,0.2376403552874141,Accuracy,0.8869565217391304
is-this-a-good-customer,binary,lightgbm,combined,1723,13,31.0,44.0,73.47770641274654,26.522293587253444,1-AUROC,0.257583375230434,Accuracy,0.8869565217391304
is-this-a-good-customer,binary,xgboost,combined,1723,13,31.0,44.0,84.23315703403748,15.76684296596253,1-AUROC,0.278196748784984,Accuracy,0.8840579710144928
is-this-a-good-customer,binary,catboost,embed-only,1723,13,31.0,31.0,100.0,0.0,1-AUROC,0.2859058153175801,Accuracy,0.8869565217391304
is-this-a-good-customer,binary,lightgbm,embed-only,1723,13,31.0,31.0,100.00000000000004,0.0,1-AUROC,0.2493715434891905,Accuracy,0.8869565217391304
is-this-a-good-customer,binary,xgboost,embed-only,1723,13,31.0,31.0,100.00000000000004,0.0,1-AUROC,0.2946204122674711,Accuracy,0.8869565217391304
jm1,binary,catboost,raw-only,10885,21,42.0,21.0,0.0,100.0,1-AUROC,0.2615498136014155,Accuracy,0.8139641708773542
jm1,binary,lightgbm,raw-only,10885,21,42.0,21.0,0.0,100.0,1-AUROC,0.2583588537974991,Accuracy,0.8194763435920992
jm1,binary,xgboost,raw-only,10885,21,42.0,21.0,0.0,100.0,1-AUROC,0.2546139736715381,Accuracy,0.816260909508498
jm1,binary,catboost,combined,10885,21,42.0,63.0,75.74915136499482,24.250848635005177,1-AUROC,0.2386368555181014,Accuracy,0.8135048231511254
jm1,binary,lightgbm,combined,10885,21,42.0,63.0,70.07959967917634,29.920400320823653,1-AUROC,0.2346464649197321,Accuracy,0.8125861276986679
jm1,binary,xgboost,combined,10885,21,42.0,63.0,76.84879713077814,23.15120286922181,1-AUROC,0.2332883794415076,Accuracy,0.8153422140560405
jm1,binary,catboost,embed-only,10885,21,42.0,42.0,100.00000000000004,0.0,1-AUROC,0.2371002169690346,Accuracy,0.8093706936150666
jm1,binary,lightgbm,embed-only,10885,21,42.0,42.0,100.0,0.0,1-AUROC,0.2401856681401804,Accuracy,0.8102893890675241
jm1,binary,xgboost,embed-only,10885,21,42.0,42.0,100.0,0.0,1-AUROC,0.2360775948360287,Accuracy,0.8116674322462104
kddcup09_appetency,binary,catboost,raw-only,50000,212,36.0,212.0,0.0,99.99999999999994,1-AUROC,0.1731632039059301,Accuracy,0.9821
kddcup09_appetency,binary,lightgbm,raw-only,50000,212,36.0,212.0,0.0,100.0,1-AUROC,0.184264743902132,Accuracy,0.9822
kddcup09_appetency,binary,xgboost,raw-only,50000,212,36.0,212.0,0.0,99.99999999999994,1-AUROC,0.1825093404167209,Accuracy,0.9822
kddcup09_appetency,binary,catboost,combined,50000,212,36.0,248.0,51.03415895509624,48.96584104490377,1-AUROC,0.1727942774647147,Accuracy,0.9821
kddcup09_appetency,binary,lightgbm,combined,50000,212,36.0,248.0,19.221409664846966,80.77859033515301,1-AUROC,0.1814048490089891,Accuracy,0.9822
kddcup09_appetency,binary,xgboost,combined,50000,212,36.0,248.0,30.384643052615864,69.61535694738417,1-AUROC,0.1766042294413597,Accuracy,0.9822
kddcup09_appetency,binary,catboost,embed-only,50000,212,36.0,36.0,100.0,0.0,1-AUROC,0.186573251059877,Accuracy,0.9822
kddcup09_appetency,binary,lightgbm,embed-only,50000,212,36.0,36.0,100.0,0.0,1-AUROC,0.1924817939091102,Accuracy,0.9822
kddcup09_appetency,binary,xgboost,embed-only,50000,212,36.0,36.0,100.0,0.0,1-AUROC,0.1914985620448477,Accuracy,0.9822
marketing_campaign,binary,catboost,raw-only,2240,25,42.0,25.0,0.0,99.99999999999996,1-AUROC,0.1191091785168644,Accuracy,0.8705357142857143
marketing_campaign,binary,lightgbm,raw-only,2240,25,42.0,25.0,0.0,100.0,1-AUROC,0.1088455360990322,Accuracy,0.8883928571428571
marketing_campaign,binary,xgboost,raw-only,2240,25,42.0,25.0,0.0,100.0,1-AUROC,0.1349355584283307,Accuracy,0.8705357142857143
marketing_campaign,binary,catboost,combined,2240,25,42.0,67.0,73.80236609485361,26.19763390514637,1-AUROC,0.1005406040662827,Accuracy,0.8883928571428571
marketing_campaign,binary,lightgbm,combined,2240,25,42.0,67.0,59.32518294756701,40.67481705243298,1-AUROC,0.0922356720335331,Accuracy,0.890625
marketing_campaign,binary,xgboost,combined,2240,25,42.0,67.0,73.8702600341629,26.12973996583712,1-AUROC,0.1008539977278959,Accuracy,0.890625
marketing_campaign,binary,catboost,embed-only,2240,25,42.0,42.0,100.0,0.0,1-AUROC,0.1142319896580091,Accuracy,0.8883928571428571
marketing_campaign,binary,lightgbm,embed-only,2240,25,42.0,42.0,100.0,0.0,1-AUROC,0.1113526853919379,Accuracy,0.8816964285714286
marketing_campaign,binary,xgboost,embed-only,2240,25,42.0,42.0,100.0,0.0,1-AUROC,0.0963489638422062,Accuracy,0.8816964285714286
maternal_health_risk,multiclass,catboost,raw-only,1014,6,38.0,6.0,0.0,100.0,Log_Loss,0.383119311304722,Accuracy,0.8522167487684729
maternal_health_risk,multiclass,lightgbm,raw-only,1014,6,38.0,6.0,0.0,100.0,Log_Loss,0.3765627162403259,Accuracy,0.8472906403940886
maternal_health_risk,multiclass,xgboost,raw-only,1014,6,38.0,6.0,0.0,100.0,Log_Loss,0.3950289785861969,Accuracy,0.8423645320197044
maternal_health_risk,multiclass,catboost,combined,1014,6,38.0,44.0,68.956300926205,31.04369907379499,Log_Loss,0.3993829424711606,Accuracy,0.8522167487684729
maternal_health_risk,multiclass,lightgbm,combined,1014,6,38.0,44.0,73.916950456755,26.08304954324496,Log_Loss,0.4048124860253289,Accuracy,0.8472906403940886
maternal_health_risk,multiclass,xgboost,combined,1014,6,38.0,44.0,66.70968399733061,33.29031600266939,Log_Loss,0.4315583407878876,Accuracy,0.8374384236453202
maternal_health_risk,multiclass,catboost,embed-only,1014,6,38.0,38.0,100.0,0.0,Log_Loss,0.3998027173087795,Accuracy,0.8472906403940886
maternal_health_risk,multiclass,lightgbm,embed-only,1014,6,38.0,38.0,100.0,0.0,Log_Loss,0.4201610341121202,Accuracy,0.8423645320197044
maternal_health_risk,multiclass,xgboost,embed-only,1014,6,38.0,38.0,100.00000000000004,0.0,Log_Loss,0.4219522476196289,Accuracy,0.8374384236453202
miami_housing,regression,catboost,raw-only,13776,15,73.0,15.0,0.0,100.0,RMSE,80983.14952006558,R2_Score,0.9385512824264702
miami_housing,regression,lightgbm,raw-only,13776,15,73.0,15.0,0.0,100.0,RMSE,83485.3837793458,R2_Score,0.9346953067722836
miami_housing,regression,xgboost,raw-only,13776,15,73.0,15.0,0.0,100.0,RMSE,84180.9367531834,R2_Score,0.9336026102940658
miami_housing,regression,catboost,combined,13776,15,73.0,88.0,95.7104388551378,4.289561144862229,RMSE,78983.38728155308,R2_Score,0.941548587879252
miami_housing,regression,lightgbm,combined,13776,15,73.0,88.0,77.00743101527569,22.992568984724297,RMSE,80665.2553242765,R2_Score,0.9390327616146764
miami_housing,regression,xgboost,combined,13776,15,73.0,88.0,93.74247114375892,6.257528856241097,RMSE,79912.36201999974,R2_Score,0.9401655321452718
miami_housing,regression,catboost,embed-only,13776,15,73.0,73.0,100.00000000000004,0.0,RMSE,81346.44298505437,R2_Score,0.937998723267503
miami_housing,regression,lightgbm,embed-only,13776,15,73.0,73.0,100.0,0.0,RMSE,80734.22257680405,R2_Score,0.938928465399505
miami_housing,regression,xgboost,embed-only,13776,15,73.0,73.0,100.00000000000004,0.0,RMSE,82690.82733976503,R2_Score,0.935932441796438
mic,multiclass,catboost,raw-only,1699,111,30.0,111.0,0.0,100.00000000000004,Log_Loss,0.4420686008791322,Accuracy,0.8970588235294118
mic,multiclass,lightgbm,raw-only,1699,111,30.0,111.0,0.0,100.00000000000004,Log_Loss,0.4476380840304531,Accuracy,0.888235294117647
mic,multiclass,xgboost,raw-only,1699,111,30.0,111.0,0.0,100.00000000000009,Log_Loss,0.4508955478668213,Accuracy,0.8852941176470588
mic,multiclass,catboost,combined,1699,111,30.0,141.0,45.5992234641276,54.4007765358724,Log_Loss,0.4470070663408204,Accuracy,0.8852941176470588
mic,multiclass,lightgbm,combined,1699,111,30.0,141.0,36.41076863859601,63.589231361404,Log_Loss,0.4492768435681904,Accuracy,0.888235294117647
mic,multiclass,xgboost,combined,1699,111,30.0,141.0,54.21803168876816,45.78196831123181,Log_Loss,0.4473753571510315,Accuracy,0.8852941176470588
mic,multiclass,catboost,embed-only,1699,111,30.0,30.0,100.0,0.0,Log_Loss,0.4679532270622766,Accuracy,0.8823529411764706
mic,multiclass,lightgbm,embed-only,1699,111,30.0,30.0,100.0,0.0,Log_Loss,0.4750889320606192,Accuracy,0.8911764705882353
mic,multiclass,xgboost,embed-only,1699,111,30.0,30.0,100.0,0.0,Log_Loss,0.4712853729724884,Accuracy,0.888235294117647
naticusdroid,binary,catboost,raw-only,7491,86,36.0,86.0,0.0,100.00000000000004,1-AUROC,0.0129803461425638,Accuracy,0.9439626417611742
naticusdroid,binary,lightgbm,raw-only,7491,86,36.0,86.0,0.0,100.0,1-AUROC,0.0129158110882956,Accuracy,0.9399599733155436
naticusdroid,binary,xgboost,raw-only,7491,86,36.0,86.0,0.0,100.0,1-AUROC,0.0133714676835826,Accuracy,0.9399599733155436
naticusdroid,binary,catboost,combined,7491,86,36.0,122.0,33.28561841270842,66.71438158729157,1-AUROC,0.0158570450767576,Accuracy,0.933955970647098
naticusdroid,binary,lightgbm,combined,7491,86,36.0,122.0,23.68598360150466,76.3140163984953,1-AUROC,0.0135083602229393,Accuracy,0.9379586390927284
naticusdroid,binary,xgboost,combined,7491,86,36.0,122.0,36.601114422484905,63.39888557751509,1-AUROC,0.0162892343795834,Accuracy,0.9359573048699132
naticusdroid,binary,catboost,embed-only,7491,86,36.0,36.0,100.00000000000004,0.0,1-AUROC,0.0209396695022978,Accuracy,0.9246164109406272
naticusdroid,binary,lightgbm,embed-only,7491,86,36.0,36.0,100.00000000000006,0.0,1-AUROC,0.0185284052019164,Accuracy,0.9319546364242828
naticusdroid,binary,xgboost,embed-only,7491,86,36.0,36.0,100.0,0.0,1-AUROC,0.0208184218245819,Accuracy,0.9292861907938624
online_shoppers_intention,binary,catboost,raw-only,12330,17,21.0,17.0,0.0,100.0,1-AUROC,0.0661271115756048,Accuracy,0.8990267639902676
online_shoppers_intention,binary,lightgbm,raw-only,12330,17,21.0,17.0,0.0,100.0,1-AUROC,0.0637756127463295,Accuracy,0.902676399026764
online_shoppers_intention,binary,xgboost,raw-only,12330,17,21.0,17.0,0.0,100.00000000000004,1-AUROC,0.0653822190511601,Accuracy,0.9030819140308192
online_shoppers_intention,binary,catboost,combined,12330,17,21.0,38.0,56.47366197096482,43.52633802903515,1-AUROC,0.0635520193747424,Accuracy,0.9002433090024331
online_shoppers_intention,binary,lightgbm,combined,12330,17,21.0,38.0,43.10035083809195,56.899649161908044,1-AUROC,0.0619353639296158,Accuracy,0.8994322789943228
online_shoppers_intention,binary,xgboost,combined,12330,17,21.0,38.0,36.88356344648782,63.11643655351218,1-AUROC,0.0636236194993518,Accuracy,0.884022708840227
online_shoppers_intention,binary,catboost,embed-only,12330,17,21.0,21.0,100.00000000000004,0.0,1-AUROC,0.0647604284953422,Accuracy,0.8990267639902676
online_shoppers_intention,binary,lightgbm,embed-only,12330,17,21.0,21.0,100.0,0.0,1-AUROC,0.065565615861563,Accuracy,0.8986212489862125
online_shoppers_intention,binary,xgboost,embed-only,12330,17,21.0,21.0,100.0,0.0,1-AUROC,0.0649224708826159,Accuracy,0.8982157339821574
physiochemical_protein,regression,catboost,raw-only,45730,9,87.0,9.0,0.0,100.0,RMSE,3.449863776162582,R2_Score,0.6826000345804054
physiochemical_protein,regression,lightgbm,raw-only,45730,9,87.0,9.0,0.0,100.0,RMSE,3.379236952714109,R2_Score,0.6954628540467098
physiochemical_protein,regression,xgboost,raw-only,45730,9,87.0,9.0,0.0,100.0,RMSE,3.3538779999456025,R2_Score,0.7000164063143025
physiochemical_protein,regression,catboost,combined,45730,9,87.0,96.0,97.66976191452314,2.3302380854768567,RMSE,2.814966487720705,R2_Score,0.7886756996128406
physiochemical_protein,regression,lightgbm,combined,45730,9,87.0,96.0,98.10844563594804,1.8915543640520285,RMSE,2.822314795859768,R2_Score,0.787570959694871
physiochemical_protein,regression,xgboost,combined,45730,9,87.0,96.0,94.55174359455737,5.448256405442641,RMSE,2.823434507830691,R2_Score,0.7874023700511138
physiochemical_protein,regression,catboost,embed-only,45730,9,87.0,87.0,100.00000000000009,0.0,RMSE,2.816684145313216,R2_Score,0.788417726003264
physiochemical_protein,regression,lightgbm,embed-only,45730,9,87.0,87.0,99.99999999999996,0.0,RMSE,2.823057859710526,R2_Score,0.7874590876101385
physiochemical_protein,regression,xgboost,embed-only,45730,9,87.0,87.0,100.0,0.0,RMSE,2.829790327216424,R2_Score,0.7864441377917768
polish_companies_bankruptcy,binary,catboost,raw-only,5910,64,52.0,64.0,0.0,100.00000000000004,1-AUROC,0.0480931263858093,Accuracy,0.9695431472081218
polish_companies_bankruptcy,binary,lightgbm,raw-only,5910,64,52.0,64.0,0.0,100.0,1-AUROC,0.0394678492239468,Accuracy,0.9678510998307952
polish_companies_bankruptcy,binary,xgboost,raw-only,5910,64,52.0,64.0,0.0,100.0,1-AUROC,0.0481374722838138,Accuracy,0.9627749576988156
polish_companies_bankruptcy,binary,catboost,combined,5910,64,52.0,116.0,67.25083824863007,32.74916175136991,1-AUROC,0.020720620842572,Accuracy,0.9780033840947546
polish_companies_bankruptcy,binary,lightgbm,combined,5910,64,52.0,116.0,62.94960004538992,37.05039995461009,1-AUROC,0.0150443458980044,Accuracy,0.9805414551607444
polish_companies_bankruptcy,binary,xgboost,combined,5910,64,52.0,116.0,77.68476853700588,22.31523146299413,1-AUROC,0.0159866962305986,Accuracy,0.978849407783418
polish_companies_bankruptcy,binary,catboost,embed-only,5910,64,52.0,52.0,100.00000000000004,0.0,1-AUROC,0.0190798226164079,Accuracy,0.9780033840947546
polish_companies_bankruptcy,binary,lightgbm,embed-only,5910,64,52.0,52.0,99.99999999999991,0.0,1-AUROC,0.017150776053215,Accuracy,0.9805414551607444
polish_companies_bankruptcy,binary,xgboost,embed-only,5910,64,52.0,52.0,99.99999999999996,0.0,1-AUROC,0.0172838137472284,Accuracy,0.978849407783418
qsar-biodeg,binary,catboost,raw-only,1054,41,45.0,41.0,0.0,99.99999999999996,1-AUROC,0.0443661971830986,Accuracy,0.8767772511848341
qsar-biodeg,binary,lightgbm,raw-only,1054,41,45.0,41.0,0.0,99.99999999999994,1-AUROC,0.0425553319919518,Accuracy,0.8862559241706162
qsar-biodeg,binary,xgboost,raw-only,1054,41,45.0,41.0,0.0,100.0,1-AUROC,0.0456740442655936,Accuracy,0.8909952606635071
qsar-biodeg,binary,catboost,combined,1054,41,45.0,86.0,46.626200871080485,53.37379912891953,1-AUROC,0.0531187122736417,Accuracy,0.8720379146919431
qsar-biodeg,binary,lightgbm,combined,1054,41,45.0,86.0,44.19566229372685,55.80433770627319,1-AUROC,0.0523138832997988,Accuracy,0.8862559241706162
qsar-biodeg,binary,xgboost,combined,1054,41,45.0,86.0,51.2176943081037,48.78230569189628,1-AUROC,0.0585513078470825,Accuracy,0.8815165876777251
