number,value,datetime_start,datetime_complete,duration,params_boosting_type,params_bootstrap_type,params_colsample_bylevel,params_depth,params_grow_policy,params_l2_leaf_reg,params_leaf_estimation_iterations,params_learning_rate,params_max_bin,params_max_ctr_complexity,params_model_size_reg,params_one_hot_max_size,params_subsample,user_attrs_optimal_trees,system_attrs_fixed_params,state
0,0.02345486111111117,2026-06-25 00:53:25.894950,2026-06-25 00:53:28.294181,0 days 00:00:02.399231,,,,,,,,,,,,,,100,{},COMPLETE
1,0.017899305555555522,2026-06-25 00:53:28.310013,2026-06-25 00:53:37.419719,0 days 00:00:09.109706,Plain,Bernoulli,0.8733991780504303,4.0,SymmetricTree,0.00018747059221802545,12.0,0.015355286838886862,254.0,2.0,0.6803900745073703,36.0,0.9852142919229748,1000,,COMPLETE
2,0.015885416666666652,2026-06-25 00:53:37.434001,2026-06-25 00:53:42.034350,0 days 00:00:04.600349,Plain,Bernoulli,0.8956363364439306,4.0,SymmetricTree,0.02922905212920092,2.0,0.09138013915892866,254.0,2.0,0.5243180891902851,16.0,0.9497327922401265,626,,COMPLETE
3,0.01672743055555559,2026-06-25 00:53:42.053531,2026-06-25 00:54:00.154108,0 days 00:00:18.100577,Plain,Bernoulli,0.9271351657620417,4.0,Depthwise,0.06077686426194464,1.0,0.011996621453406362,254.0,2.0,0.15869086642715013,36.0,0.8099085529881075,1000,,COMPLETE
4,0.01519097222222221,2026-06-25 00:54:00.165229,2026-06-25 00:54:04.753837,0 days 00:00:04.588608,Plain,Bernoulli,0.9526349539768235,4.0,SymmetricTree,0.011702088154220882,1.0,0.08580222514877409,254.0,5.0,0.10975998502129433,27.0,0.9896896099223678,575,,COMPLETE
5,0.015946180555555522,2026-06-25 00:54:04.769125,2026-06-25 00:54:55.658776,0 days 00:00:50.889651,Plain,Bernoulli,0.877728168328829,6.0,Depthwise,3.597899951374983,9.0,0.010855517271883068,254.0,4.0,1.128232550122133,86.0,0.8987566853061946,1000,,COMPLETE
6,0.017326388888888933,2026-06-25 00:54:55.668834,2026-06-25 00:55:01.444024,0 days 00:00:05.775190,Plain,Bernoulli,0.9083015934534223,5.0,SymmetricTree,0.001883913511943895,11.0,0.07913270952323785,254.0,4.0,0.21399549030176218,19.0,0.7265477506155759,670,,COMPLETE
7,0.01878472222222216,2026-06-25 00:55:01.454705,2026-06-25 00:55:55.845182,0 days 00:00:54.390477,Plain,Bernoulli,0.8798073522301258,7.0,Depthwise,0.00010615690854925657,10.0,0.007626348515257587,254.0,5.0,0.7200770311577639,47.0,0.9406590942262119,801,,COMPLETE
8,0.017135416666666625,2026-06-25 00:55:55.855043,2026-06-25 00:57:31.017496,0 days 00:01:35.162453,Plain,Bernoulli,0.8996347037278973,7.0,Depthwise,0.00019891099118865958,2.0,0.006241720498669827,254.0,4.0,0.7212460519889856,17.0,0.8075397185632818,1000,,COMPLETE
9,0.016762152777777817,2026-06-25 00:57:31.028619,2026-06-25 00:58:09.677965,0 days 00:00:38.649346,Plain,Bernoulli,0.9341915796354244,7.0,Depthwise,0.4195190175255899,3.0,0.07132805718188966,254.0,2.0,0.318293122389662,29.0,0.8416644775485848,536,,COMPLETE
