number,value,datetime_start,datetime_complete,duration,params_bagging_fraction,params_bagging_freq,params_cat_l2,params_cat_smooth,params_extra_trees,params_feature_fraction,params_lambda_l1,params_lambda_l2,params_learning_rate,params_max_cat_to_onehot,params_min_data_in_leaf,params_min_data_per_group,params_num_leaves,user_attrs_optimal_trees,system_attrs_fixed_params,state
0,0.2743786549707603,2026-06-24 18:45:05.616031,2026-06-24 18:45:06.356938,0 days 00:00:00.740907,,,,,,,,,,,,,,22,{},COMPLETE
1,0.27114803706570345,2026-06-24 18:45:06.371459,2026-06-24 18:45:09.055293,0 days 00:00:02.683834,0.9195981825434215,1.0,0.18327672955935934,3.4702669886504163,False,0.9704285838459497,0.9699128611767781,1.6649020373367633,0.015355286838886862,8.0,1.0,57.0,28.0,312,,COMPLETE
2,0.26727309619023054,2026-06-24 18:45:09.068274,2026-06-24 18:45:09.435913,0 days 00:00:00.367639,0.7550213529560301,1.0,0.01153297626310632,0.028888383623653185,False,0.5090949803242604,0.4561243772186142,1.5703734051898879,0.009445600138094694,19.0,6.0,20.0,7.0,32,,COMPLETE
3,0.26836810930512556,2026-06-24 18:45:09.448147,2026-06-24 18:45:09.642620,0 days 00:00:00.194473,0.8777243706586128,1.0,1.6278053965878447,11.015056790269638,False,0.708540663048167,0.09776234679498323,1.3684976297216627,0.009093929525644107,17.0,10.0,81.0,2.0,70,,COMPLETE
4,0.2724068519951841,2026-06-24 18:45:09.651163,2026-06-24 18:45:09.828951,0 days 00:00:00.177788,0.848553073033381,1.0,0.11277639166461569,0.5414413211338525,True,0.47322294090686734,0.9695876693017821,1.550288133439893,0.01869052934095898,12.0,42.0,6.0,2.0,34,,COMPLETE
5,0.2761889404884761,2026-06-24 18:45:09.838037,2026-06-24 18:45:12.110909,0 days 00:00:02.272872,0.8793699936433255,1.0,0.0513253156994884,0.022737628102536857,False,0.9368964102565893,0.3568176513609199,0.5619409259237927,0.08342309693146736,64.0,1.0,6.0,137.0,60,,COMPLETE
6,0.2653280336257311,2026-06-24 18:45:12.119870,2026-06-24 18:45:12.346868,0 days 00:00:00.226998,0.9406590942262119,1.0,0.6619871537619337,3.4220529032706923,False,0.4845545349848576,0.7712932196512772,0.1481818990030073,0.025411709798607296,50.0,61.0,2.0,2.0,68,,COMPLETE
7,0.270703528121775,2026-06-24 18:45:12.359748,2026-06-24 18:45:13.016816,0 days 00:00:00.657068,0.958931027762678,1.0,0.3957756313952873,1.5409457762881555,True,0.4695214357150779,0.4722677036694331,0.23927653245200955,0.014633380642745364,75.0,2.0,6.0,32.0,72,,COMPLETE
8,0.2732227704678363,2026-06-24 18:45:13.025127,2026-06-24 18:45:14.732470,0 days 00:00:01.707343,0.8683831592708489,1.0,0.009543550367992308,0.0014359718569878096,False,0.8564710291701385,0.314424545478219,1.017190525260289,0.042356773126632795,39.0,6.0,2.0,65.0,65,,COMPLETE
9,0.2561156260749914,2026-06-24 18:45:14.741134,2026-06-24 18:45:15.663069,0 days 00:00:00.921935,0.8231148769106889,1.0,1.3124992669799407,10.979988817809668,True,0.549575337489325,0.871473444128699,1.607363786590539,0.07581256838789621,39.0,2.0,3.0,61.0,294,,COMPLETE
10,0.25697642543859656,2026-06-24 18:45:15.675020,2026-06-24 18:45:16.467018,0 days 00:00:00.791998,0.7022641957948879,1.0,0.03512175732792625,59.56241765548436,True,0.666846038484066,0.6782859743712771,0.9020635371946518,0.09141317099962805,31.0,19.0,24.0,8.0,332,,COMPLETE
11,0.26137851522187816,2026-06-24 18:45:16.475587,2026-06-24 18:45:17.265085,0 days 00:00:00.789498,0.7078609095034804,1.0,0.027348011183852015,69.88608206033294,True,0.6606137630538468,0.7089709198280676,0.9921330202082117,0.09216711451531724,30.0,21.0,22.0,13.0,329,,COMPLETE
12,0.25310511265909863,2026-06-24 18:45:17.273254,2026-06-24 18:45:18.392560,0 days 00:00:01.119306,0.7942171032071803,1.0,0.00523165749686601,56.64499792738084,True,0.6262018777593081,0.7146624251159088,1.983818667976771,0.05049708384913899,28.0,3.0,21.0,197.0,376,,COMPLETE
13,0.25376246990024076,2026-06-24 18:45:18.404293,2026-06-24 18:45:19.931018,0 days 00:00:01.526725,0.7878766328147064,1.0,1.7291709908474266,16.133697647918144,True,0.5820677805331348,0.819241681409452,1.938542777112231,0.04451506475158212,23.0,3.0,12.0,197.0,599,,COMPLETE
14,0.2548807297041624,2026-06-24 18:45:19.940579,2026-06-24 18:45:21.699245,0 days 00:00:01.758666,0.7851918836975381,1.0,0.005388734542011556,84.81512301808485,True,0.5933472865263175,0.585992292858585,1.9655775846134829,0.03736487025866193,22.0,2.0,16.0,184.0,560,,COMPLETE
15,0.2571718051255589,2026-06-24 18:45:21.707807,2026-06-24 18:45:22.548818,0 days 00:00:00.841011,0.7832548604619609,1.0,0.12774619712360188,20.430360540056697,True,0.7604677915843111,0.8257849811317585,1.9971906269763997,0.0451159727146497,13.0,4.0,12.0,105.0,162,,COMPLETE
16,0.25263023520811845,2026-06-24 18:45:22.558470,2026-06-24 18:45:23.713174,0 days 00:00:01.154704,0.7549916067442227,1.0,0.38793502936610347,0.27383655785813754,True,0.5994694515601107,0.6145194136117885,1.8291299864306667,0.05446561488451454,29.0,4.0,42.0,177.0,333,,COMPLETE
17,0.253844169246646,2026-06-24 18:45:23.725623,2026-06-24 18:45:24.619535,0 days 00:00:00.893912,0.7465169877271876,1.0,0.018465601154040574,0.11603556911644261,True,0.8116374377559007,0.5451733875447784,1.2797211597048639,0.05823525697079599,29.0,11.0,42.0,80.0,235,,COMPLETE
