dataset,task_type,algorithm,mode,dataset_samples_count,dataset_raw_features_count,pca_n_components,feat_total_count,primary_metric,tabpfn_primary_score,eval_primary_value,eval_primary_delta,eval_primary_delta_pct,secondary_metric,tabpfn_secondary_score,eval_secondary_value,eval_secondary_delta,eval_secondary_delta_pct,optimal_trees,tuning_completed,tuning_best_idx,tuning_val_score_0,tuning_val_score_best,tuning_overall_gain,tuning_gain_pct,eval_overfitting_ratio,feat_share_embedded_pct,feat_share_raw_pct,feat_active_embedded_pct,feat_active_raw_pct,feat_cr5_pct,feat_cr10_pct,time_train_secs,time_infer_secs,time_train_secs_per_1K,time_infer_secs_per_1K,time_tuning_search_secs,time_total_secs
blood-transfusion-service-center,binary,catboost,combined,748,4,22,26,1-AUROC,0.21479044834307992,0.22721734892787526,0.012426900584795342,5.785592739648336,Accuracy,0.7933333333333333,0.7733333333333333,-0.020000000000000018,-2.5210084033613467,100,3,0,0.2906131750945993,0.2906131750945993,0.0,0.0,0.7818549480900594,88.53465706685284,11.465342933147154,100.0,100.0,29.997867890214494,52.39642297452827,0.5933561325073242,0.007907390594482422,0.9922343352965288,0.052715937296549484,10.83634352684021,18.68476414680481
blood-transfusion-service-center,binary,catboost,embed-only,748,4,22,22,1-AUROC,0.21479044834307992,0.22989766081871343,0.015107212475633514,7.033465683494038,Accuracy,0.7933333333333333,0.78,-0.013333333333333308,-1.6806722689075597,100,3,0,0.3038714023621144,0.3038714023621144,0.0,0.0,0.7565623452277069,100.0,0.0,100.0,0.0,34.12541557408177,58.17852563529615,0.5778443813323975,0.007010459899902344,0.9662949520608654,0.046736399332682296,10.960834980010986,18.258554697036743
blood-transfusion-service-center,binary,catboost,raw-only,748,4,22,4,1-AUROC,0.21479044834307992,0.22210038986354774,0.007309941520467822,3.40328984685195,Accuracy,0.7933333333333333,0.78,-0.013333333333333308,-1.6806722689075597,346,3,1,0.26905601421855296,0.26647961816305477,0.002576396055498198,0.9575686546093719,0.8334610781663907,0.0,100.0,0.0,100.0,100.0,100.0,0.6491577625274658,0.0038161277770996094,1.0855480978720164,0.02544085184733073,8.54038143157959,16.496150970458984
blood-transfusion-service-center,binary,lightgbm,combined,748,4,22,26,1-AUROC,0.21479044834307992,0.2363547758284601,0.021564327485380175,10.0397050482133,Accuracy,0.7933333333333333,0.76,-0.033333333333333326,-4.201680672268907,54,3,2,0.2645947999082674,0.2574496904024768,0.0071451095057906144,2.700396798526562,0.9180619928459088,75.60315369830857,24.396846301691408,100.0,100.0,58.526003089273864,78.03321332217351,0.1133420467376709,0.0011320114135742188,0.1895351952134965,0.007546742757161459,9.310370445251465,17.870558738708496
blood-transfusion-service-center,binary,lightgbm,embed-only,748,4,22,22,1-AUROC,0.21479044834307992,0.30043859649122806,0.08564814814814814,39.875212705615425,Accuracy,0.7933333333333333,0.76,-0.033333333333333326,-4.201680672268907,7,3,2,0.27085124985666775,0.2504156633413599,0.020435586515307858,7.544948205379226,1.1997596016255512,99.99999999999997,0.0,86.36363636363636,0.0,57.71075200593764,82.84875500101097,0.6768159866333008,0.0006670951843261719,1.1317993087513392,0.004447301228841146,16.26337170600891,24.499240398406982
blood-transfusion-service-center,binary,lightgbm,raw-only,748,4,22,4,1-AUROC,0.21479044834307992,0.27461013645224186,0.05981968810916194,27.85025524673858,Accuracy,0.7933333333333333,0.76,-0.033333333333333326,-4.201680672268907,9,3,2,0.30275341130604283,0.28486555440889805,0.017887856897144783,5.908391525624322,0.9639990943168387,0.0,100.0,0.0,75.0,100.0,100.0,0.029736757278442383,0.0039670467376708984,0.049727018860271546,0.026446978251139324,12.451510667800903,20.191086053848267
blood-transfusion-service-center,binary,xgboost,combined,748,4,22,26,1-AUROC,0.21479044834307992,0.2318469785575048,0.01705653021442488,7.941009642654534,Accuracy,0.7933333333333333,0.7666666666666667,-0.026666666666666616,-3.3613445378151194,44,3,2,0.27153207774337806,0.26772660818713456,0.0038054695562435015,1.401480660358666,0.8659840728100109,82.01885790178349,17.981142098216516,100.0,100.0,43.224117204907756,63.870301214397436,0.037676095962524414,0.0009160041809082031,0.06300350495405421,0.006106694539388021,13.917044878005981,21.664205074310303
blood-transfusion-service-center,binary,xgboost,embed-only,748,4,22,22,1-AUROC,0.21479044834307992,0.2540204678362573,0.03923001949317739,18.264322178105505,Accuracy,0.7933333333333333,0.7733333333333333,-0.020000000000000018,-2.5210084033613467,37,3,2,0.2859871287696365,0.2773441979130834,0.0086429308565531,3.022139805289981,0.9159033062442666,100.00000000000001,0.0,100.0,0.0,50.628573314830675,72.3720373253372,0.025539159774780273,0.0007374286651611328,0.04270762504143859,0.004916191101074219,14.456901550292969,21.51964569091797
blood-transfusion-service-center,binary,xgboost,raw-only,748,4,22,4,1-AUROC,0.21479044834307992,0.2403752436647173,0.025584795321637377,11.911514463981826,Accuracy,0.7933333333333333,0.76,-0.033333333333333326,-4.201680672268907,46,3,2,0.31835870313037495,0.2763802889576883,0.04197841417268666,13.185885530980936,0.8697264358874627,0.0,100.0,0.0,100.0,100.0,100.0,0.05771183967590332,0.0008437633514404297,0.09650809310351727,0.005625089009602865,9.95521330833435,17.98380422592163
diabetes,binary,catboost,combined,768,8,32,40,1-AUROC,0.13203703703703706,0.16222222222222216,0.030185185185185093,22.86115007012615,Accuracy,0.7597402597402597,0.7532467532467533,-0.00649350649350644,-0.8547008547008477,100,3,0,0.19055911680911675,0.19055911680911675,0.0,0.0,0.8512960436562073,66.08082496869591,33.91917503130407,100.0,100.0,30.67983444978437,47.561189807259304,0.9059150218963623,0.003203868865966797,1.4754316317530332,0.02080434328549868,16.088824033737183,23.784353494644165
