feature_name,raw_gain,percentage_share
total_day_minutes,4392.578372038901,26.430005177692433
number_customer_service_calls,2129.397490352392,12.812517371034533
total_eve_minutes,1953.536914974451,11.754369849438122
total_intl_minutes,1672.3110252022743,10.062242562627821
international_plan,1575.126101963222,9.477483952342736
total_intl_calls,908.129452034831,5.464186199176372
total_night_minutes,856.8294984027743,5.155516000201347
voice_mail_plan,798.9654907360673,4.807350095645561
total_night_calls,432.02506367117167,2.5994811481125346
state,369.687055490911,2.2243953239280114
account_length,363.7964767217636,2.188951897725486
total_eve_calls,355.9627944752574,2.141816879337765
total_day_calls,306.58318892121315,1.8447013540295603
total_eve_charge,162.04880127310753,0.9750425135156027
area_code,122.60013125091791,0.7376811133009958
total_night_charge,122.47710002958775,0.7369408383323185
number_vmail_messages,97.61023929715157,0.5873177235588014
total_day_charge,0.0,0.0
total_intl_charge,0.0,0.0
