dataset,task_type,algorithm,mode,dataset_samples_count,dataset_raw_features_count,pca_n_components,feat_total_count,primary_metric,tabpfn_primary_score,eval_primary_value,eval_primary_delta,eval_primary_delta_pct,secondary_metric,tabpfn_secondary_score,eval_secondary_value,eval_secondary_delta,eval_secondary_delta_pct,optimal_trees,tuning_completed,tuning_best_idx,tuning_val_score_0,tuning_val_score_best,tuning_overall_gain,tuning_gain_pct,eval_overfitting_ratio,feat_share_embedded_pct,feat_share_raw_pct,feat_active_embedded_pct,feat_active_raw_pct,feat_cr5_pct,feat_cr10_pct,time_train_secs,time_infer_secs,time_train_secs_per_1K,time_infer_secs_per_1K,time_tuning_search_secs,time_total_secs
churn,binary,catboost,combined,5000,19,20,39,1-AUROC,0.08595678630107573,0.07021194032315325,-0.015744845977922473,-18.317164537508344,Accuracy,0.973,0.972,-0.0010000000000000009,-0.1027749229188079,336,26,25,0.06195232597951239,0.05766640690895519,0.004285919070557198,6.918092263355131,1.217553582521713,79.38001346898979,20.619986531010216,100.0,100.0,49.07437770387855,62.77650361546327,1.0569441318511963,0.0021505355834960938,0.2642360329627991,0.0021505355834960938,140.85720109939575,144.26288866996765
churn,binary,catboost,embed-only,5000,19,20,20,1-AUROC,0.08595678630107573,0.07469513453710819,-0.01126165176396754,-13.101527230813426,Accuracy,0.973,0.972,-0.0010000000000000009,-0.1027749229188079,581,26,9,0.05807582661906274,0.05226382417669673,0.0058120024423660155,10.007610361689265,1.4291938202718255,100.00000000000001,0.0,100.0,0.0,61.69941094061007,77.1911159854733,3.091813802719116,0.004340648651123047,0.772953450679779,0.004340648651123047,163.75469708442688,168.80375480651855
churn,binary,catboost,raw-only,5000,19,20,19,1-AUROC,0.08595678630107573,0.08632006539023607,0.0003632790891603399,0.42262991067151323,Accuracy,0.973,0.96,-0.013000000000000012,-1.3360739979445027,658,26,17,0.07336962224368049,0.06911632149922353,0.004253300744456956,5.79708687926808,1.2489100044365904,0.0,100.0,0.0,100.0,43.0968882272354,70.15966465428129,2.18882155418396,0.0022492408752441406,0.54720538854599,0.0022492408752441406,168.03153729438782,172.2265145778656
churn,binary,lightgbm,combined,5000,19,20,39,1-AUROC,0.08595678630107573,0.07603266209265269,-0.009924124208423035,-11.5454807415233,Accuracy,0.973,0.973,0.0,0.0,772,26,23,0.057755353610250415,0.04819355649809309,0.009561797112157322,16.555689671096214,1.5776520268982666,84.42989193076033,15.570108069239653,100.0,100.0,63.67361823538876,75.45869748318277,1.0257058143615723,0.011355876922607422,0.25642645359039307,0.011355876922607422,101.41752290725708,104.47216534614563
churn,binary,lightgbm,embed-only,5000,19,20,20,1-AUROC,0.08595678630107573,0.07810500416945321,-0.00785178213162252,-9.134569205647765,Accuracy,0.973,0.971,-0.0020000000000000018,-0.2055498458376158,837,26,17,0.05205482638335579,0.045922628659690545,0.006132197723665245,11.78026736369248,1.7007955870350981,100.00000000000004,0.0,100.0,0.0,68.00224688899195,82.51460145568794,0.5906174182891846,0.009241342544555664,0.14765435457229614,0.009241342544555664,90.60055208206177,93.02868485450745
churn,binary,lightgbm,raw-only,5000,19,20,19,1-AUROC,0.08595678630107573,0.0880208720349408,0.002064085733865073,2.401306310633023,Accuracy,0.973,0.949,-0.02400000000000002,-2.46659815005139,366,26,20,0.07522192037136355,0.07362036505911385,0.0016015553122497028,2.129107186233713,1.1956049384469092,0.0,100.00000000000004,0.0,100.0,70.7648841119171,93.3365192105938,0.11006927490234375,0.003485441207885742,0.027517318725585938,0.003485441207885742,61.075958013534546,63.20122265815735
churn,binary,xgboost,combined,5000,19,20,39,1-AUROC,0.08595678630107573,0.08171302603224917,-0.0042437602688265574,-4.9370857746614565,Accuracy,0.973,0.972,-0.0010000000000000009,-0.1027749229188079,409,26,2,0.05670497206691105,0.05205024067536346,0.004654731391547595,8.208682981194452,1.5698875734675666,90.51116623360164,9.488833766398367,100.0,100.0,74.409754932288,81.15456602143263,0.36594629287719727,0.0013098716735839844,0.09148657321929932,0.0013098716735839844,191.60330438613892,193.87500286102295
churn,binary,xgboost,embed-only,5000,19,20,20,1-AUROC,0.08595678630107573,0.08089564808163874,-0.005061138219436989,-5.888003073671974,Accuracy,0.973,0.972,-0.0010000000000000009,-0.1027749229188079,755,26,6,0.04703277261007366,0.04572612437786039,0.00130664823221327,2.778165435931385,1.7691341477609828,99.99999999999999,0.0,100.0,0.0,78.1905924390382,88.02876113406172,1.0870187282562256,0.002367258071899414,0.2717546820640564,0.002367258071899414,211.57988715171814,214.58193850517273
churn,binary,xgboost,raw-only,5000,19,20,19,1-AUROC,0.08595678630107573,0.09987698049026172,0.013920194189185997,16.19440975890904,Accuracy,0.973,0.953,-0.020000000000000018,-2.0554984583761584,42,26,24,0.0727224924600457,0.0721683572187175,0.0005541352413281908,0.7619860411586374,1.383944215157467,0.0,100.0,0.0,100.0,64.40658779899819,88.97718867165084,0.06630420684814453,0.0008921623229980469,0.016576051712036133,0.0008921623229980469,77.90770888328552,79.90803050994873
concrete_compressive_strength,regression,catboost,combined,1030,8,78,86,RMSE,3.1551885755220592,3.4565987202939716,0.3014101447719124,9.552840901816491,R2_Score,0.9639894919084167,0.9567808185536547,-0.007208673354761941,-0.7477958437587199,1000,26,3,6.545059596070842,4.268404848812879,2.276654747257963,34.78432417368199,0.8098104192846924,97.12970473380193,2.8702952661980796,100.0,100.0,91.44429654488857,94.50249689759205,2.2599520683288574,0.005543231964111328,2.742660277098128,0.026908893029666644,842.1345899105072,846.2270793914795
concrete_compressive_strength,regression,catboost,embed-only,1030,8,78,78,RMSE,3.1551885755220592,3.49378250224048,0.3385939267184206,10.731337243841175,R2_Score,0.9639894919084167,0.9558459710059488,-0.008143520902467838,-0.8447727875483427,1000,26,15,6.586214399180902,4.23250490194127,2.353709497239632,35.736909772210765,0.8254644904576556,100.00000000000004,0.0,100.0,0.0,87.16742519833933,89.82039453194565,1.8412582874298096,0.002019643783569336,2.234536756589575,0.00980409603674435,578.2022292613983,581.7264804840088
concrete_compressive_strength,regression,catboost,raw-only,1030,8,78,8,RMSE,3.1551885755220592,3.526001293053053,0.37081271753099365,11.752474017171503,R2_Score,0.9639894919084167,0.9550278612322604,-0.008961630676156296,-0.9296398717391509,1000,26,21,7.877868967620407,4.296238618362026,3.581630349258381,45.46445699947012,0.8207182156929095,0.0,100.00000000000003,0.0,100.0,89.08784067236671,100.00000000000003,0.3096916675567627,0.000904083251953125,0.37583940237471203,0.004388753650257889,147.67363691329956,150.17568850517273
concrete_compressive_strength,regression,lightgbm,combined,1030,8,78,86,RMSE,3.1551885755220592,3.6540036216274534,0.4988150461053942,15.80935763951478,R2_Score,0.9639894919084167,0.9517034004092843,-0.012286091499132401,-1.27450471216336,533,26,19,4.456484824223525,4.267952873155512,0.18853195106801302,4.230508091113311,0.8561490087227381,75.7132995529925,24.286700447007526,100.0,100.0,74.81369369609037,86.12173572038985,0.3423893451690674,0.001707315444946289,0.4155210499624604,0.008287939053137326,85.28304934501648,87.84405970573425
concrete_compressive_strength,regression,lightgbm,embed-only,1030,8,78,78,RMSE,3.1551885755220592,3.684104868182526,0.5289162926604667,16.76338133206355,R2_Score,0.9639894919084167,0.9509043996042584,-0.013085092304158219,-1.3573895165862826,207,26,23,4.398601451763323,4.281760095515815,0.11684135624750791,2.656329688625648,0.8604183293783323,100.00000000000001,0.0,100.0,0.0,93.74981315727193,95.36922696678882,0.22437310218811035,0.0009970664978027344,0.2722974541117844,0.004840128630110361,110.9338173866272,112.91634917259216
concrete_compressive_strength,regression,lightgbm,raw-only,1030,8,78,8,RMSE,3.1551885755220592,3.518961689542497,0.36377311402043766,11.529362043289206,R2_Score,0.9639894919084167,0.9552072542444957,-0.008782237663920944,-0.9110304352524308,790,26,18,4.417485550971417,4.316212865910765,0.10127268506065246,2.2925413992216077,0.8152891895891146,0.0,99.99999999999999,0.0,100.0,89.36106808442888,99.99999999999999,0.3296346664428711,0.0024526119232177734,0.40004207092581445,0.011905883122416376,81.50500988960266,83.59724116325378
concrete_compressive_strength,regression,xgboost,combined,1030,8,78,86,RMSE,3.1551885755220592,3.79127827597569,0.6360897004536308,20.160116748279712,R2_Score,0.9639894919084167,0.9480063947756083,-0.01598309713280832,-1.6580157011013132,701,26,8,4.568672298437374,4.30089722610514,0.26777507233223385,5.861113576121911,0.8815086891553191,91.27355251736562,8.726447482634397,100.0,100.0,90.97478780675235,95.27146886727351,1.5835320949554443,0.0014772415161132812,1.92176225115952,0.007171075320938259,401.5401837825775,404.784743309021
concrete_compressive_strength,regression,xgboost,embed-only,1030,8,78,78,RMSE,3.1551885755220592,3.5974784036384397,0.4422898281163805,14.017857174929679,R2_Score,0.9639894919084167,0.9531860810883954,-0.010803410820021231,-1.1206979858912824,434,26,24,4.4690353920213095,4.291930555005707,0.17710483701560253,3.962932075494247,0.8381958555789485,100.00000000000006,0.0,100.0,0.0,94.37994932923,96.01296206435167,1.200190782546997,0.0012323856353759766,1.45654221182888,0.005982454540660081,392.82409143447876,395.7445456981659
concrete_compressive_strength,regression,xgboost,raw-only,1030,8,78,8,RMSE,3.1551885755220592,3.4280594621391782,0.272870886617119,8.648322598973966,R2_Score,0.9639894919084167,0.9574915469545661,-0.006497944953850587,-0.6740680275452547,1000,26,25,4.856155544734869,4.248949414959288,0.6072061297755811,12.503844330808656,0.8068016649174499,0.0,100.0,0.0,100.0,87.42041578674792,100.0,0.46637511253356934,0.002115011215209961,0.5659892142397687,0.010267044734028938,154.79518723487854,157.9968659877777
credit_card_clients_default,binary,catboost,combined,30000,23,23,46,1-AUROC,0.2132596933658718,0.21734995454817407,0.004090261182302268,1.9179719888675586,Accuracy,0.8218333333333333,0.8221666666666667,0.00033333333333340764,0.040559724193884525,1000,26,20,0.2127903589846445,0.20852338302929552,0.004266975955348973,2.0052487225969147,1.0423289292100086,32.10697528756694,67.89302471243305,100.0,100.0,57.37335152685238,67.79400600345987,5.446152448654175,0.01191258430480957,0.22692301869392395,0.0019854307174682617,781.4233794212341,788.9454510211945
credit_card_clients_default,binary,catboost,embed-only,30000,23,23,23,1-AUROC,0.2132596933658718,0.22359177954904885,0.010332086183177047,4.844837775064766,Accuracy,0.8218333333333333,0.8206666666666667,-0.0011666666666666492,-0.14195903467856208,1000,26,5,0.21855285080801168,0.21234012311243622,0.0062127276955754596,2.8426660519898896,1.0529888382453974,100.00000000000003,0.0,100.0,0.0,49.99242300289736,69.57029872721706,8.445496559143066,0.018988847732543945,0.35189568996429443,0.0031648079554239907,790.7096457481384,801.2042844295502
