feature_name,raw_gain,percentage_share
pca_embed_0,39468.5703125,52.042676495202734
Discount_offered,18301.353515625,24.1318956551199
Weight_in_gms,5504.81884765625,7.258573193428716
pca_embed_1,4093.14208984375,5.3971569769065555
pca_embed_6,1075.835693359375,1.418581126911552
pca_embed_10,990.8492431640625,1.3065192432666426
pca_embed_2,908.6928100585938,1.1981889785457656
pca_embed_9,762.2404174804688,1.0050790070280509
pca_embed_5,706.6266479492188,0.9317475082309697
pca_embed_3,703.0654296875,0.9270517381927847
Cost_of_the_Product,580.2156372070312,0.7650638081273531
pca_embed_8,552.033935546875,0.7279038306827348
pca_embed_7,536.3584594726562,0.7072343784127475
pca_embed_4,488.04022216796875,0.6435226611410962
Warehouse_block,229.0498504638672,0.3020217650293335
Product_importance,221.1431427001953,0.2915960964269782
Customer_rating,197.94564819335938,0.2610082212503555
Mode_of_Shipment,158.37831115722656,0.2088353124055689
Prior_purchases,147.5874786376953,0.194606679306335
Customer_care_calls,133.03121948242188,0.175413010009469
Gender,79.87675476074219,0.1053243143743516
