dataset,task_type,algorithm,mode,dataset_samples_count,dataset_raw_features_count,pca_n_components,feat_total_count,primary_metric,tabpfn_primary_score,eval_primary_value,eval_primary_delta,eval_primary_delta_pct,secondary_metric,tabpfn_secondary_score,eval_secondary_value,eval_secondary_delta,eval_secondary_delta_pct,optimal_trees,tuning_completed,tuning_best_idx,tuning_val_score_0,tuning_val_score_best,tuning_overall_gain,tuning_gain_pct,eval_overfitting_ratio,feat_share_embedded_pct,feat_share_raw_pct,feat_active_embedded_pct,feat_active_raw_pct,feat_cr5_pct,feat_cr10_pct,time_train_secs,time_infer_secs,time_train_secs_per_1K,time_infer_secs_per_1K,time_tuning_search_secs,time_total_secs
churn,binary,lightgbm,combined,5000,19,20,39,1-AUROC,0.08595678630107573,0.08557699452604461,-0.00037979177503111305,-0.44184036115640596,Accuracy,0.973,0.972,-0.0010000000000000009,-0.1027749229188079,114,3,0,0.05771567770585129,0.05771567770585129,0.0,0.0,1.4827339455700217,92.31108385543627,7.688916144563724,100.0,89.47368421052632,77.91418899993617,84.80363787566651,0.33944129943847656,0.0047931671142578125,0.08486032485961914,0.0047931671142578125,32.392861127853394,40.021255016326904
churn,binary,lightgbm,embed-only,5000,19,20,20,1-AUROC,0.08595678630107573,0.08031770407615646,-0.005639082224919267,-6.5603688406492875,Accuracy,0.973,0.974,0.0010000000000000009,0.1027749229188079,946,3,1,0.05257053365348485,0.049546694979875516,0.003023838673609336,5.751964957291029,1.6210506898346957,100.0,0.0,100.0,0.0,80.52378083044286,88.60971293066858,1.6086721420288086,0.014544248580932617,0.40216803550720215,0.014544248580932617,24.029268264770508,32.07770848274231
