dataset,task_type,algorithm,mode,dataset_samples_count,dataset_raw_features_count,pca_n_components,feat_total_count,primary_metric,tabpfn_primary_score,eval_primary_value,eval_primary_delta,eval_primary_delta_pct,secondary_metric,tabpfn_secondary_score,eval_secondary_value,eval_secondary_delta,eval_secondary_delta_pct,optimal_trees,tuning_completed,tuning_best_idx,tuning_val_score_0,tuning_val_score_best,tuning_overall_gain,tuning_gain_pct,eval_overfitting_ratio,feat_share_embedded_pct,feat_share_raw_pct,feat_active_embedded_pct,feat_active_raw_pct,feat_cr5_pct,feat_cr10_pct,time_train_secs,time_infer_secs,time_train_secs_per_1K,time_infer_secs_per_1K,time_tuning_search_secs,time_total_secs
diamonds,regression,catboost,combined,53940,9,29,38,RMSE,474.1404367703237,472.8457807246591,-1.294656045664567,-0.27305328659232364,R2_Score,0.9855533059097163,0.9856320925439488,7.87866342324417e-05,0.007994152498906955,1000,26,21,607.0591258535551,506.59240471170466,100.46672114185043,16.549742333679486,0.9333850573495069,35.278591760628565,64.72140823937143,100.0,100.0,81.012765489587,96.4742076104424,18.881568670272827,0.05320405960083008,0.4375595261001304,0.004931781572194112,1874.3612711429596,1895.4233183860779
diamonds,regression,catboost,embed-only,53940,9,29,29,RMSE,474.1404367703237,474.32863571014,0.1881989398163455,0.039692657537983865,R2_Score,0.9855533059097163,0.9855418350800078,-1.1470829708537522e-05,-0.001163897441138342,1000,26,8,591.6224926932837,504.82440757202426,86.79808512125942,14.67119424856931,0.9395913283817733,99.99999999999997,0.0,100.0,0.0,94.72128489924837,99.0833326480326,11.397835969924927,0.0239715576171875,0.26413227590667704,0.0022220576211705134,1679.4419441223145,1693.0346820354462
diamonds,regression,catboost,raw-only,53940,9,29,9,RMSE,474.1404367703237,502.03886049479155,27.898423724467875,5.884000089615228,R2_Score,0.9855533059097163,0.983803202363376,-0.0017501035463403092,-0.17757573698409684,1000,26,18,1087.7721980022995,537.6540143886778,550.1181836136218,50.5729218510932,0.9337582293803176,0.0,100.0,0.0,100.0,95.85348484356452,100.0,10.546621799468994,0.04350018501281738,0.24440632646155436,0.004032275214387967,1401.1839520931244,1414.0363130569458
diamonds,regression,lightgbm,combined,53940,9,29,38,RMSE,474.1404367703237,473.704318780347,-0.4361179899766512,-0.09198076269287052,R2_Score,0.9855533059097163,0.9855798700459638,2.6564136247464454e-05,0.002695352558626384,984,26,23,512.7379010827792,504.5852736689326,8.15262741384663,1.5900184863709588,0.9387993338290583,36.051778695225785,63.94822130477422,100.0,100.0,73.85701072091922,95.5681128000541,2.1801071166992188,0.09274697303771973,0.050521577602410515,0.008597235172202422,288.9920938014984,295.0487139225006
diamonds,regression,lightgbm,embed-only,53940,9,29,29,RMSE,474.1404367703237,480.4581227873004,6.317686016976722,1.332450372723018,R2_Score,0.9855533059097163,0.9851657509504773,-0.0003875549592390337,-0.0393235918255381,200,26,19,514.9237805731182,507.1613318184244,7.762448754693764,1.5074947103926797,0.9473477030762977,100.00000000000003,0.0,100.0,0.0,78.69843883169123,96.34099590328388,0.5674562454223633,0.01634955406188965,0.01315017253945039,0.0015155315222367119,195.390465259552,198.95126628875732
diamonds,regression,lightgbm,raw-only,53940,9,29,9,RMSE,474.1404367703237,502.7025763342164,28.562139563892742,6.023983054144864,R2_Score,0.9855533059097163,0.9837603484012548,-0.0017929575084615346,-0.18192395050682142,1000,26,24,545.8876083926414,533.1616652163732,12.725943176268174,2.3312386983356412,0.9428708197357071,0.0,100.0,0.0,100.0,98.32516867513957,100.0,1.8812942504882812,0.09750008583068848,0.04359691904171953,0.00903782775590364,247.18184113502502,251.6799328327179
diamonds,regression,xgboost,combined,53940,9,29,38,RMSE,474.1404367703237,472.1960087511742,-1.944428019149484,-0.41009537857480316,R2_Score,0.9855533059097163,0.9856715533974295,0.0001182474877131634,0.011998081382722865,848,26,25,516.6078507052073,506.1637862967127,10.444064408494569,2.0216619616286633,0.9328917270157556,37.076322812606385,62.92367718739361,100.0,100.0,81.11192241372544,97.34660787951195,1.9757773876190186,0.018051862716674805,0.045786461522502285,0.0016733280234218395,628.4147427082062,634.1617066860199
diamonds,regression,xgboost,embed-only,53940,9,29,29,RMSE,474.1404367703237,473.1012641703298,-1.03917259999389,-0.21916979008843132,R2_Score,0.9855533059097163,0.9856165620926727,6.325618295632829e-05,0.006418342120819085,1000,26,12,515.2068260910823,507.1011884854119,8.105637605670438,1.5732783797079308,0.932952386846831,99.99999999999999,0.0,100.0,0.0,90.58385971014293,99.58224516512425,2.1448898315429688,0.02078986167907715,0.04970545586630906,0.001927128446336406,550.7539319992065,555.0567297935486
diamonds,regression,xgboost,raw-only,53940,9,29,9,RMSE,474.1404367703237,512.9226956540911,38.78225888376738,8.179487737417707,R2_Score,0.9855533059097163,0.9830933205760378,-0.002459985333678527,-0.2496044931235692,194,26,10,556.3909676482543,546.5461879949398,9.844779653314504,1.7693996174895297,0.9384800533250447,0.0,100.0,0.0,100.0,97.50838783096562,100.0,0.6740162372589111,0.013204097747802734,0.015619582806333684,0.0012239616006491226,932.2467620372772,935.8268775939941
e-commereshippingdata,binary,catboost,combined,10999,10,11,21,1-AUROC,0.2576305284678151,0.2600162626617357,0.00238573419392063,0.9260293056529874,Accuracy,0.6822727272727273,0.6795454545454546,-0.0027272727272726893,-0.399733510992666,594,26,25,0.2554854429847049,0.2490970237712553,0.00638841921344957,2.5005022355939177,1.0438352844412444,59.75185767297121,40.2481423270288,100.0,100.0,88.05494699246937,94.87511043481909,0.8007349967956543,0.003131389617919922,0.09100295451706493,0.001423358917236328,77.10002636909485,79.46103405952454
e-commereshippingdata,binary,catboost,embed-only,10999,10,11,11,1-AUROC,0.2576305284678151,0.26345426147852846,0.005823733010713372,2.2604980261261667,Accuracy,0.6822727272727273,0.6622727272727272,-0.020000000000000018,-2.931379080612927,288,26,10,0.25799869076966775,0.2512862635031793,0.006712427266488463,2.6017291973318906,1.0484228537036415,100.0,0.0,100.0,0.0,57.979247543015695,93.51366049083265,0.7761116027832031,0.001299142837524414,0.08820452355758646,0.0005905194716020063,88.10672307014465,90.6066677570343
e-commereshippingdata,binary,catboost,raw-only,10999,10,11,10,1-AUROC,0.2576305284678151,0.26120633917524094,0.0035758107074258527,1.3879607858167968,Accuracy,0.6822727272727273,0.6709090909090909,-0.011363636363636354,-1.6655562958027967,552,26,1,0.25423256106213965,0.2502738958093067,0.003958665252832949,1.5571039509236466,1.0436819162884814,0.0,100.0,0.0,100.0,97.16121786672213,100.0,0.5032804012298584,0.002980470657348633,0.057197454395938,0.001354759389703924,60.669493436813354,62.7812077999115
e-commereshippingdata,binary,lightgbm,combined,10999,10,11,21,1-AUROC,0.2576305284678151,0.24672192308121632,-0.010908605386598769,-4.234205259553137,Accuracy,0.6822727272727273,0.6831818181818182,0.0009090909090909705,0.13324450366423285,806,26,23,0.2498928698066163,0.2456556313346121,0.00423723847200419,1.6956219980519038,1.0043405955760558,55.605889117401006,44.394110882599016,100.0,100.0,94.24330156260592,98.47142998831522,0.20740365982055664,0.009286880493164062,0.023571276261002007,0.0042213093150745735,54.554243087768555,57.05949568748474
e-commereshippingdata,binary,lightgbm,embed-only,10999,10,11,11,1-AUROC,0.2576305284678151,0.25142770542772774,-0.006202823040087346,-2.4076428663081533,Accuracy,0.6822727272727273,0.5968181818181818,-0.08545454545454545,-12.524983344437041,30,26,16,0.2542946392314607,0.24860858489861104,0.005686054332849633,2.236010302865311,1.0113395944483028,100.00000000000001,0.0,100.0,0.0,92.22686983295644,99.77824578177301,0.01975870132446289,0.0007808208465576172,0.0022455621462055793,0.0003549185666170987,34.14263415336609,35.85077166557312
e-commereshippingdata,binary,lightgbm,raw-only,10999,10,11,10,1-AUROC,0.2576305284678151,0.2532158254417064,-0.004414703026108691,-1.7135791524257205,Accuracy,0.6822727272727273,0.6777272727272727,-0.004545454545454519,-0.6662225183211155,144,26,17,0.25947471603532135,0.2507726043896067,0.00870211164571466,3.3537416587942523,1.0097427749655774,0.0,100.00000000000001,0.0,90.0,99.67364170059096,100.00000000000001,0.06014728546142578,0.0035598278045654297,0.006835695586024069,0.0016181035475297406,31.657395362854004,33.280927896499634
e-commereshippingdata,binary,xgboost,combined,10999,10,11,21,1-AUROC,0.2576305284678151,0.25591109973888726,-0.0017194287289278298,-0.6674010021846585,Accuracy,0.6822727272727273,0.6763636363636364,-0.005909090909090864,-0.8660892738174485,141,26,6,0.25617099633813223,0.25219321908005954,0.00397777725807269,1.5527820537584331,1.0147421912150916,66.30566194452163,33.69433805547836,100.0,100.0,90.24888344756945,95.61746992283368,0.14438939094543457,0.0015773773193359375,0.016409750079035636,0.0007169896906072443,54.75770378112793,56.4854462146759
e-commereshippingdata,binary,xgboost,embed-only,10999,10,11,11,1-AUROC,0.2576305284678151,0.25302606576675357,-0.004604462701061518,-1.7872348934907916,Accuracy,0.6822727272727273,0.5968181818181818,-0.08545454545454545,-12.524983344437041,4,26,13,0.2564730213415166,0.2507323077147299,0.005740713626786742,2.2383304086952958,1.009148234916074,100.00000000000001,0.0,100.0,0.0,97.58460765515652,99.72917520321711,0.008227348327636719,0.0005636215209960938,0.0009350321999814432,0.0002561916004527699,59.140342473983765,60.753597259521484
e-commereshippingdata,binary,xgboost,raw-only,10999,10,11,10,1-AUROC,0.2576305284678151,0.2582654935340034,0.0006349650661883199,0.24646344125620342,Accuracy,0.6822727272727273,0.5968181818181818,-0.08545454545454545,-12.524983344437041,28,26,20,0.25873373383872034,0.24774471223701888,0.010989021601701454,4.247231869869498,1.042466219367456,0.0,100.0,0.0,100.0,99.74610050627862,100.0,0.016508817672729492,0.0006940364837646484,0.0018762152145390945,0.00031547112898393107,28.150742292404175,29.803953647613525
fitness_club,binary,catboost,combined,1500,6,15,21,1-AUROC,0.1838161838161838,0.20106209579893786,0.017245911982754047,9.382151029748261,Accuracy,0.7633333333333333,0.7533333333333333,-0.010000000000000009,-1.3100436681222718,242,26,1,0.18916622427491991,0.1826394750579533,0.00652674921696661,3.450271972168311,1.1008687784233877,62.49543296059744,37.50456703940257,100.0,100.0,49.59395364318112,71.64050796004447,0.13911676406860352,0.0014929771423339844,0.11593063672383627,0.004976590474446615,56.814579010009766,58.628700971603394
fitness_club,binary,catboost,embed-only,1500,6,15,15,1-AUROC,0.1838161838161838,0.20100951679899048,0.017193332982806675,9.353546910755153,Accuracy,0.7633333333333333,0.77,0.00666666666666671,0.8733624454148529,302,26,22,0.19467729734034078,0.1892908792093575,0.005386418130983284,2.766844518889423,1.0619080942440553,100.00000000000001,0.0,100.0,0.0,59.10583488652418,81.56846077341017,0.6844871044158936,0.002257108688354492,0.570405920346578,0.007523695627848308,80.34211874008179,82.70541405677795
