number,value,datetime_start,datetime_complete,duration,params_colsample_bylevel,params_colsample_bynode,params_grow_policy,params_learning_rate,params_max_cat_to_onehot,params_max_depth,params_max_leaves,params_min_child_weight,params_reg_alpha,params_reg_lambda,params_subsample,user_attrs_optimal_trees,system_attrs_fixed_params,state
0,0.1409804960383516,2026-06-24 06:02:06.266562,2026-06-24 06:02:07.080093,0 days 00:00:00.813531,,,,,,,,,,,,11,{},COMPLETE
1,0.13583030042312894,2026-06-24 06:02:07.093673,2026-06-24 06:02:21.614063,0 days 00:00:14.520390,0.6624074561769746,0.662397808134481,lossguide,0.015355286838886862,8.0,10.0,884.0,0.5100627805979911,0.29051225247978046,4.330894111260099,0.8394633936788146,216,,COMPLETE
2,0.13502887311668887,2026-06-24 06:02:21.626264,2026-06-24 06:02:23.109548,0 days 00:00:01.483284,0.7216968971838151,0.8099025726528951,depthwise,0.060534484680010825,16.0,4.0,45.0,0.004705059281907645,2.1597818987087147,1.4562165780761898,0.6733618039413735,153,,COMPLETE
3,0.1361999933862661,2026-06-24 06:02:23.121198,2026-06-24 06:02:32.222542,0 days 00:00:09.101344,0.836965827544817,0.6185801650879991,lossguide,0.019603369861210685,92.0,8.0,399.0,0.005477562363971304,3.037763505022002,0.8527035660240889,0.8056937753654446,286,,COMPLETE
4,0.13518243510578654,2026-06-24 06:02:32.230992,2026-06-24 06:02:39.224672,0 days 00:00:06.993680,0.6488152939379115,0.798070764044508,lossguide,0.012453219846912198,17.0,4.0,97.0,0.33959199243313637,0.17203916672398045,4.546611078353703,0.7760609974958406,1000,,COMPLETE
5,0.1352578345390789,2026-06-24 06:02:39.232669,2026-06-24 06:02:43.160007,0 days 00:00:03.927338,0.9757995766256756,0.9579309401710595,lossguide,0.025719142025384646,8.0,4.0,37.0,3.8589082671053854,2.989540104057545,4.609378987692081,0.9100531293444458,469,,COMPLETE
6,0.13468313784758168,2026-06-24 06:02:43.167899,2026-06-24 06:02:48.074310,0 days 00:00:04.906411,0.7123738038749523,0.8170784332632994,lossguide,0.016019568611465234,56.0,5.0,20.0,1.1627201204016835,0.7047070324513158,4.011004684072123,0.7427013306774357,434,,COMPLETE
7,0.13799448852160812,2026-06-24 06:02:48.085878,2026-06-24 06:02:53.948109,0 days 00:00:05.862231,0.9085081386743783,0.6296178606936361,depthwise,0.0050834018700114374,18.0,9.0,10.0,0.4117599592262879,1.7923927961485087,0.5794337107196961,0.8916028672163949,1000,,COMPLETE
8,0.13525759189731013,2026-06-24 06:02:53.956359,2026-06-24 06:02:57.658826,0 days 00:00:03.702467,0.9548850970305306,0.7888859700647797,depthwise,0.012693089228250284,55.0,5.0,85.0,0.49979438035802604,0.5980592702669147,3.566252611636253,0.8550229885420852,446,,COMPLETE
9,0.13534617305712904,2026-06-24 06:02:57.667300,2026-06-24 06:03:00.661465,0 days 00:00:02.994165,0.6125716742746937,0.8545641645055122,depthwise,0.02393652463662192,22.0,6.0,308.0,0.0012417226051008223,1.5718484697835258,2.542902598754398,0.6431565707973218,286,,COMPLETE
10,0.13558900441028832,2026-06-24 06:03:00.669788,2026-06-24 06:03:02.351488,0 days 00:00:01.681700,0.7785521584210519,0.9630659181130071,lossguide,0.08651476814006658,40.0,7.0,9.0,0.038946887834449,4.7988577526525065,2.5700768651765165,0.9729161367647149,144,,COMPLETE
11,0.13497601102764856,2026-06-24 06:03:02.360247,2026-06-24 06:03:03.511467,0 days 00:00:01.151220,0.7359780193337092,0.8428737096132903,depthwise,0.08501524685764598,34.0,5.0,25.0,0.025111322867743965,1.771058915362008,1.7843006728941109,0.6853795780359739,63,,COMPLETE
12,0.13485554370246722,2026-06-24 06:03:03.519896,2026-06-24 06:03:05.353415,0 days 00:00:01.833519,0.7418771428921345,0.8847911208853647,depthwise,0.04368714115086254,39.0,5.0,23.0,0.05864343420571724,1.1447121834575418,2.2827711289191495,0.7280726683578693,166,,COMPLETE
13,0.1354249304654216,2026-06-24 06:03:05.361770,2026-06-24 06:03:07.354091,0 days 00:00:01.992321,0.8107007199436608,0.898754630996451,depthwise,0.04630124838829247,73.0,5.0,18.0,4.697982650514465,0.979725349860372,3.462527750197107,0.7375856080973826,203,,COMPLETE
14,0.13467016397329057,2026-06-24 06:03:07.362498,2026-06-24 06:03:16.743929,0 days 00:00:09.381431,0.7108618041871418,0.7406086632532847,lossguide,0.007077503903066013,40.0,6.0,17.0,0.07188917371113131,1.0233714058752723,3.393958817386765,0.6034234159979652,1000,,COMPLETE
